source,target,edge_type,evidence,config_gates,confidence,detail
src/channels/official_qq.py::OfficialQQChannel._get_token,src/channels/official_qq.py::OfficialQQChannel._fetch_token,CALL,src/channels/official_qq.py:237,not self._access_token,MEDIUM,self._fetch_token
src/channels/official_qq.py::OfficialQQChannel.normalize_message,src/channels/official_qq.py::_safe_str,CALL,src/channels/official_qq.py:417,NOT event_type == 'C2C_MESSAGE_CREATE' && event_type == 'GROUP_AT_MESSAGE_CREATE',HIGH,_safe_str
src/channels/official_qq.py::OfficialQQChannel.normalize_message,src/channels/official_qq.py::_safe_str,CALL,src/channels/official_qq.py:421,NOT event_type == 'C2C_MESSAGE_CREATE' && event_type == 'GROUP_AT_MESSAGE_CREATE',HIGH,_safe_str
src/channels/official_qq.py::OfficialQQChannel.send_message,src/channels/official_qq.py::OfficialQQChannel._get_token,CALL,src/channels/official_qq.py:559,,MEDIUM,self._get_token
src/channels/official_qq.py::OfficialQQChannel._handle_dispatch,src/channels/official_qq.py::OfficialQQChannel.normalize_message,CALL,src/channels/official_qq.py:681,,MEDIUM,self.normalize_message
src/channels/official_qq.py::OfficialQQChannel._handle_dispatch,src/channels/official_qq.py::OfficialQQChannel._clean_dedup_cache,CALL,src/channels/official_qq.py:689,msg_id,MEDIUM,self._clean_dedup_cache
src/channels/official_qq.py::OfficialQQChannel.start_monitor,src/channels/official_qq.py::OfficialQQChannel._fetch_token,CALL,src/channels/official_qq.py:840,,MEDIUM,self._fetch_token
src/channels/official_qq.py::OfficialQQChannel._token_refresh_loop,src/channels/official_qq.py::OfficialQQChannel._fetch_token,CALL,src/channels/official_qq.py:247,,MEDIUM,self._fetch_token
src/channels/official_qq.py::OfficialQQChannel._heartbeat_loop,src/channels/official_qq.py::OfficialQQChannel._send_ws,CALL,src/channels/official_qq.py:346,,MEDIUM,self._send_ws
src/channels/official_qq.py::OfficialQQChannel.normalize_message,src/channels/official_qq.py::_safe_str,CALL,src/channels/official_qq.py:433,NOT event_type == 'C2C_MESSAGE_CREATE' && NOT event_type == 'GROUP_AT_MESSAGE_CREATE' && event_type == 'AT_MESSAGE_CREATE',HIGH,_safe_str
src/channels/official_qq.py::OfficialQQChannel.normalize_message,src/channels/official_qq.py::_safe_str,CALL,src/channels/official_qq.py:442,NOT event_type == 'C2C_MESSAGE_CREATE' && NOT event_type == 'GROUP_AT_MESSAGE_CREATE' && NOT event_type == 'AT_MESSAGE_CREATE' && event_type == 'DIRECT_MESSAGE_CREATE',HIGH,_safe_str
src/channels/official_qq.py::OfficialQQChannel._ws_loop,src/channels/official_qq.py::OfficialQQChannel._get_gateway_url,CALL,src/channels/official_qq.py:730,not self._wss_url,MEDIUM,self._get_gateway_url
src/channels/official_qq.py::OfficialQQChannel.normalize_message,src/channels/official_qq.py::_safe_str,CALL,src/channels/official_qq.py:450,NOT event_type == 'C2C_MESSAGE_CREATE' && NOT event_type == 'GROUP_AT_MESSAGE_CREATE' && NOT event_type == 'AT_MESSAGE_CREATE' && NOT event_type == 'DIRECT_MESSAGE_CREATE' && event_type == 'INTERACTION_CREATE',HIGH,_safe_str
src/channels/official_qq.py::OfficialQQChannel.send_message,src/channels/official_qq.py::OfficialQQChannel._fetch_token,CALL,src/channels/official_qq.py:571,NOT resp.status == 200 or resp.status == 204 && resp.status == 401,MEDIUM,self._fetch_token
src/channels/official_qq.py::OfficialQQChannel.send_message,src/channels/official_qq.py::OfficialQQChannel._get_token,CALL,src/channels/official_qq.py:572,NOT resp.status == 200 or resp.status == 204 && resp.status == 401,MEDIUM,self._get_token
src/channels/official_qq.py::OfficialQQChannel._ws_loop,src/channels/official_qq.py::OfficialQQChannel._handle_hello,CALL,src/channels/official_qq.py:754,op == 10,MEDIUM,self._handle_hello
src/channels/official_qq.py::OfficialQQChannel._ws_loop,src/channels/official_qq.py::OfficialQQChannel._handle_dispatch,CALL,src/channels/official_qq.py:757,NOT op == 10 && op == 0,MEDIUM,self._handle_dispatch
src/channels/router.py::ChannelRouter,src/channels/router.py::ChannelRouter.__init__,INITIALIZER,src/channels/router.py:33,,HIGH,
src/common/errors.py::AgentError,src/common/errors.py::AgentError.__init__,INITIALIZER,src/common/errors.py:44,,HIGH,
src/common/errors.py::SessionNotFoundError,src/common/errors.py::SessionNotFoundError.__init__,INITIALIZER,src/common/errors.py:81,,HIGH,
src/common/errors.py::SandboxNotFoundError,src/common/errors.py::SandboxNotFoundError.__init__,INITIALIZER,src/common/errors.py:92,,HIGH,
src/common/errors.py::ToolNotFoundError,src/common/errors.py::ToolNotFoundError.__init__,INITIALIZER,src/common/errors.py:103,,HIGH,
src/common/errors.py::ToolExecutionError,src/common/errors.py::ToolExecutionError.__init__,INITIALIZER,src/common/errors.py:114,,HIGH,
src/common/errors.py::ModelAPIError,src/common/errors.py::ModelAPIError.__init__,INITIALIZER,src/common/errors.py:125,,HIGH,
src/common/errors.py::ValidationError,src/common/errors.py::ValidationError.__init__,INITIALIZER,src/common/errors.py:136,,HIGH,
src/common/logging.py::setup_logging,src/common/logging.py::_JsonFormatter,CONSTRUCT,src/common/logging.py:104,log_dir,HIGH,_JsonFormatter
src/common/model_usage.py::canonical_model_usage,src/common/model_usage.py::_token_count,CALL,src/common/model_usage.py:20,_token_count(input_value) and _token_count(output_value),HIGH,_token_count
src/common/model_usage.py::canonical_model_usage,src/common/token_counter.py::estimate_messages_tokens,CALL,src/common/model_usage.py:25,NOT _token_count(input_value) and _token_count(output_value),HIGH,estimate_messages_tokens
src/common/model_usage.py::canonical_model_usage,src/common/token_counter.py::estimate_tokens,CALL,src/common/model_usage.py:26,NOT _token_count(input_value) and _token_count(output_value),HIGH,estimate_tokens
src/common/token_counter.py::estimate_messages_tokens,src/common/token_counter.py::estimate_tokens,CALL,src/common/token_counter.py:60,"isinstance(content, str)",HIGH,estimate_tokens
src/common/token_counter.py::estimate_messages_tokens,src/common/token_counter.py::estimate_tokens,CALL,src/common/token_counter.py:64,"NOT isinstance(content, str) && isinstance(content, list) && isinstance(block, dict) and block.get('type') == 'text'",HIGH,estimate_tokens
src/common/types.py::Event.from_dict,src/common/types.py::Event,CONSTRUCT,src/common/types.py:148,,HIGH,cls
src/common/types.py::UnifiedMessage.to_event,src/common/types.py::Event,CONSTRUCT,src/common/types.py:193,,HIGH,Event
src/common/types.py::ToolCall.from_dict,src/common/types.py::ToolCall,CONSTRUCT,src/common/types.py:228,,HIGH,cls
src/common/types.py::Event.from_dict,src/common/types.py::EventType,CONSTRUCT,src/common/types.py:147,"isinstance(event_type, str)",HIGH,EventType
src/document_activities/runtime.py::DocumentActivities,src/document_activities/runtime.py::DocumentActivities.__init__,INITIALIZER,src/document_activities/runtime.py:22,,HIGH,
src/document_activities/runtime.py::DocumentActivities.__init__,src/file_domain/persistence.py::NormalizedDocumentRepository,CONSTRUCT,src/document_activities/runtime.py:27,,HIGH,NormalizedDocumentRepository
src/document_activities/runtime.py::DocumentActivities.__init__,src/agent_execution/run_budget.py::RunBudgetService,CONSTRUCT,src/document_activities/runtime.py:28,,HIGH,RunBudgetService
src/document_activities/runtime.py::DocumentActivities.__init__,src/agent_execution/tracing/repository.py::PostgresTraceRepository,CONSTRUCT,src/document_activities/runtime.py:29,,HIGH,PostgresTraceRepository
src/document_activities/runtime.py::DocumentActivities._find,src/persistence/uow.py::UnitOfWork,CONSTRUCT,src/document_activities/runtime.py:45,,HIGH,UnitOfWork
src/document_activities/runtime.py::DocumentActivities._find,src/file_domain/persistence.py::NormalizedDocumentRepository.find_by_operation,CALL,src/document_activities/runtime.py:46,,MEDIUM,self.repository.find_by_operation
src/document_activities/runtime.py::DocumentActivities._persist,src/persistence/uow.py::UnitOfWork,CONSTRUCT,src/document_activities/runtime.py:54,,HIGH,UnitOfWork
src/document_activities/runtime.py::DocumentActivities._persist,src/file_domain/persistence.py::NormalizedDocumentRepository.insert,CALL,src/document_activities/runtime.py:55,,MEDIUM,self.repository.insert
src/document_activities/runtime.py::DocumentActivities._normalize,src/file_domain/serialization.py::normalized_document_to_dict,CALL,src/document_activities/runtime.py:75,,HIGH,normalized_document_to_dict
src/document_activities/runtime.py::DocumentActivities._trace_parent,src/persistence/uow.py::UnitOfWork,CONSTRUCT,src/document_activities/runtime.py:89,,HIGH,UnitOfWork
src/document_activities/runtime.py::DocumentActivities._ledger_state,src/persistence/uow.py::UnitOfWork,CONSTRUCT,src/document_activities/runtime.py:100,,HIGH,UnitOfWork
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/document_activities/runtime.py::DocumentActivities._find,EXECUTOR_CALLBACK,src/document_activities/runtime.py:131,,MEDIUM,self._find
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/document_activities/runtime.py::DocumentActivities._result,CALL,src/document_activities/runtime.py:137,existing is not None,MEDIUM,self._result
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/document_activities/runtime.py::DocumentActivities._trace_parent,EXECUTOR_CALLBACK,src/document_activities/runtime.py:141,,MEDIUM,self._trace_parent
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/agent_execution/tracing/repository.py::PostgresTraceRepository.start_event,EXECUTOR_CALLBACK,src/document_activities/runtime.py:142,,MEDIUM,self.trace.start_event
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/document_activities/runtime.py::DocumentActivities._result,CALL,src/document_activities/runtime.py:180,,MEDIUM,self._result
src/document_activities/runtime.py::DocumentActivities._settle_replayed_budget,src/document_activities/runtime.py::DocumentActivities._ledger_state,EXECUTOR_CALLBACK,src/document_activities/runtime.py:116,,MEDIUM,self._ledger_state
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/document_activities/runtime.py::DocumentActivities._settle_replayed_budget,CALL,src/document_activities/runtime.py:133,existing is not None,MEDIUM,self._settle_replayed_budget
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/document_activities/runtime.py::DocumentActivities._input_size,EXECUTOR_CALLBACK,src/document_activities/runtime.py:152,,MEDIUM,self._input_size
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/agent_execution/run_budget.py::RunBudgetService.reserve,EXECUTOR_CALLBACK,src/document_activities/runtime.py:153,,MEDIUM,self.budget.reserve
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/agent_execution/run_budget.py::RunBudgetService.reserve,EXECUTOR_CALLBACK,src/document_activities/runtime.py:157,,MEDIUM,self.budget.reserve
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/document_activities/runtime.py::DocumentActivities._normalize,EXECUTOR_CALLBACK,src/document_activities/runtime.py:160,,MEDIUM,self._normalize
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/document_activities/runtime.py::DocumentActivities._persist,EXECUTOR_CALLBACK,src/document_activities/runtime.py:162,,MEDIUM,self._persist
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/agent_execution/run_budget.py::RunBudgetService.settle,EXECUTOR_CALLBACK,src/document_activities/runtime.py:171,,MEDIUM,self.budget.settle
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/agent_execution/run_budget.py::RunBudgetService.settle,EXECUTOR_CALLBACK,src/document_activities/runtime.py:176,,MEDIUM,self.budget.settle
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/agent_execution/tracing/repository.py::PostgresTraceRepository.finish_event,EXECUTOR_CALLBACK,src/document_activities/runtime.py:181,,MEDIUM,self.trace.finish_event
src/document_activities/runtime.py::DocumentActivities._normalize,src/file_runtime/resolver.py::FileResourceResolver,CONSTRUCT,src/document_activities/runtime.py:73,,HIGH,FileResourceResolver
src/document_activities/runtime.py::DocumentActivities._settle_replayed_budget,src/agent_execution/run_budget.py::RunBudgetService.settle,EXECUTOR_CALLBACK,src/document_activities/runtime.py:120,state == 'reserved',MEDIUM,self.budget.settle
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/agent_execution/tracing/repository.py::PostgresTraceRepository.finish_event,EXECUTOR_CALLBACK,src/document_activities/runtime.py:202,,MEDIUM,self.trace.finish_event
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/document_activities/runtime.py::DocumentActivities._ledger_state,EXECUTOR_CALLBACK,src/document_activities/runtime.py:191,,MEDIUM,self._ledger_state
src/document_activities/runtime.py::DocumentActivities.normalize_document,src/agent_execution/run_budget.py::RunBudgetService.settle,EXECUTOR_CALLBACK,src/document_activities/runtime.py:195,state == 'reserved',MEDIUM,self.budget.settle
src/file_adapters/docling.py::DoclingStructuredDocumentProvider,src/file_adapters/docling.py::DoclingStructuredDocumentProvider.__init__,INITIALIZER,src/file_adapters/docling.py:16,,HIGH,
src/file_adapters/docling.py::DoclingStructuredDocumentProvider._locator,src/file_domain/models.py::SourceLocator,CONSTRUCT,src/file_adapters/docling.py:40,,HIGH,SourceLocator
src/file_adapters/docling.py::DoclingStructuredDocumentProvider.parse,src/file_domain/models.py::NormalizedDocument,CONSTRUCT,src/file_adapters/docling.py:99,,HIGH,NormalizedDocument
src/file_adapters/docling.py::DoclingStructuredDocumentProvider.parse,src/file_adapters/docling.py::DoclingStructuredDocumentProvider._get_converter,CALL,src/file_adapters/docling.py:58,,MEDIUM,self._get_converter
src/file_adapters/docling.py::DoclingStructuredDocumentProvider.parse,src/file_domain/models.py::NormalizedBlock,CONSTRUCT,src/file_adapters/docling.py:90,,HIGH,NormalizedBlock
src/file_adapters/docling.py::DoclingStructuredDocumentProvider.parse,src/file_domain/models.py::NormalizedTable,CONSTRUCT,src/file_adapters/docling.py:74,"hasattr(item, 'export_to_dataframe')",HIGH,NormalizedTable
src/file_adapters/docling.py::DoclingStructuredDocumentProvider.parse,src/file_adapters/docling.py::DoclingStructuredDocumentProvider._locator,CALL,src/file_adapters/docling.py:77,"hasattr(item, 'export_to_dataframe')",MEDIUM,self._locator
src/file_adapters/docling.py::DoclingStructuredDocumentProvider.parse,src/file_adapters/docling.py::DoclingStructuredDocumentProvider._locator,CALL,src/file_adapters/docling.py:93,,MEDIUM,self._locator
src/file_adapters/docx.py::DocxAdapter.inspect,src/file_adapters/docx.py::DocxAdapter._document,CALL,src/file_adapters/docx.py:18,,MEDIUM,self._document
src/file_adapters/docx.py::DocxAdapter.read_paragraphs,src/file_adapters/docx.py::DocxAdapter._document,CALL,src/file_adapters/docx.py:33,,MEDIUM,self._document
src/file_adapters/docx.py::DocxAdapter.extract_tables,src/file_adapters/docx.py::DocxAdapter._document,CALL,src/file_adapters/docx.py:56,,MEDIUM,self._document
src/file_adapters/gotenberg.py::GotenbergConversionProvider,src/file_adapters/gotenberg.py::GotenbergConversionProvider.__init__,INITIALIZER,src/file_adapters/gotenberg.py:13,,HIGH,
src/file_adapters/markitdown.py::MarkItDownFastTextViewProvider,src/file_adapters/markitdown.py::MarkItDownFastTextViewProvider.__init__,INITIALIZER,src/file_adapters/markitdown.py:10,,HIGH,
src/file_adapters/markitdown.py::MarkItDownFastTextViewProvider.convert,src/file_domain/models.py::TextView,CONSTRUCT,src/file_adapters/markitdown.py:27,,HIGH,TextView
src/file_adapters/markitdown.py::MarkItDownFastTextViewProvider.convert,src/file_adapters/markitdown.py::MarkItDownFastTextViewProvider._get_converter,CALL,src/file_adapters/markitdown.py:24,,MEDIUM,self._get_converter
src/file_adapters/markitdown.py::MarkItDownFastTextViewProvider.convert,src/file_domain/models.py::SourceLocator,CONSTRUCT,src/file_adapters/markitdown.py:29,,HIGH,SourceLocator
src/file_adapters/pptx.py::PptxAdapter.inspect,src/file_adapters/pptx.py::PptxAdapter._presentation,CALL,src/file_adapters/pptx.py:18,,MEDIUM,self._presentation
src/file_adapters/pptx.py::PptxAdapter.read_slide,src/file_adapters/pptx.py::PptxAdapter._presentation,CALL,src/file_adapters/pptx.py:24,,MEDIUM,self._presentation
src/file_adapters/writers.py::DocxWriter.create,src/file_adapters/writers.py::_atomic_target,CALL,src/file_adapters/writers.py:35,,HIGH,_atomic_target
src/file_adapters/writers.py::DocxWriter.replace_text,src/file_adapters/writers.py::_atomic_target,CALL,src/file_adapters/writers.py:61,,HIGH,_atomic_target
src/file_adapters/writers.py::DocxWriter.append_section,src/file_adapters/writers.py::_atomic_target,CALL,src/file_adapters/writers.py:87,,HIGH,_atomic_target
src/file_adapters/writers.py::XlsxWriter.create,src/file_adapters/writers.py::_atomic_target,CALL,src/file_adapters/writers.py:107,,HIGH,_atomic_target
src/file_adapters/writers.py::XlsxWriter.write_range,src/file_adapters/writers.py::_atomic_target,CALL,src/file_adapters/writers.py:130,,HIGH,_atomic_target
src/file_adapters/writers.py::PptxWriter.create,src/file_adapters/writers.py::_atomic_target,CALL,src/file_adapters/writers.py:152,,HIGH,_atomic_target
src/file_adapters/writers.py::PptxWriter.replace_slide,src/file_adapters/writers.py::_atomic_target,CALL,src/file_adapters/writers.py:171,,HIGH,_atomic_target
src/file_adapters/writers.py::DocxWriter.create,src/file_adapters/writers.py::_commit,CALL,src/file_adapters/writers.py:48,,HIGH,_commit
src/file_adapters/writers.py::DocxWriter.append_section,src/file_adapters/writers.py::_commit,CALL,src/file_adapters/writers.py:95,,HIGH,_commit
src/file_adapters/writers.py::XlsxWriter.create,src/file_adapters/writers.py::_commit,CALL,src/file_adapters/writers.py:119,,HIGH,_commit
src/file_adapters/writers.py::XlsxWriter.write_range,src/file_adapters/writers.py::_commit,CALL,src/file_adapters/writers.py:140,,HIGH,_commit
src/file_adapters/writers.py::PptxWriter.create,src/file_adapters/writers.py::_commit,CALL,src/file_adapters/writers.py:160,,HIGH,_commit
src/file_adapters/writers.py::PptxWriter.replace_slide,src/file_adapters/writers.py::_commit,CALL,src/file_adapters/writers.py:195,,HIGH,_commit
src/file_adapters/writers.py::DocxWriter.replace_text,src/file_adapters/writers.py::_commit,CALL,src/file_adapters/writers.py:76,,HIGH,_commit
src/file_adapters/xlsx.py::XlsxAdapter.inspect,src/file_adapters/xlsx.py::XlsxAdapter._workbook,CALL,src/file_adapters/xlsx.py:18,,MEDIUM,self._workbook
src/file_adapters/xlsx.py::XlsxAdapter.read_range,src/file_adapters/xlsx.py::XlsxAdapter._workbook,CALL,src/file_adapters/xlsx.py:36,,MEDIUM,self._workbook
src/file_domain/approvals.py::FileActionApprovalService,src/file_domain/approvals.py::FileActionApprovalService.__init__,INITIALIZER,src/file_domain/approvals.py:53,,HIGH,
src/file_domain/approvals.py::FileActionApprovalService.__init__,src/persistence/repositories.py::IdempotencyRepository,CONSTRUCT,src/file_domain/approvals.py:58,,HIGH,IdempotencyRepository
src/file_domain/approvals.py::FileActionApprovalService.__init__,src/persistence/repositories.py::OutboxRepository,CONSTRUCT,src/file_domain/approvals.py:59,,HIGH,OutboxRepository
src/file_domain/approvals.py::FileActionApprovalService._enqueue_decision,src/persistence/repositories.py::OutboxRepository.enqueue,CALL,src/file_domain/approvals.py:71,,MEDIUM,self.outbox.enqueue
src/file_domain/approvals.py::FileActionApprovalService.decide,src/file_domain/approvals.py::_digest,CALL,src/file_domain/approvals.py:121,,HIGH,_digest
src/file_domain/approvals.py::FileActionApprovalService._model,src/file_domain/approvals.py::FileActionApproval,CONSTRUCT,src/file_domain/approvals.py:223,,HIGH,FileActionApproval
src/file_domain/approvals.py::FileActionApprovalService._enqueue_decision,src/agent_workflows/tool_execution.py::tool_execution_workflow_id,CALL,src/file_domain/approvals.py:66,,HIGH,tool_execution_workflow_id
src/file_domain/approvals.py::FileActionApprovalService.request,src/persistence/uow.py::UnitOfWork,CONSTRUCT,src/file_domain/approvals.py:86,,HIGH,UnitOfWork
src/file_domain/approvals.py::FileActionApprovalService.request,src/file_domain/approvals.py::FileActionApprovalService._model,CALL,src/file_domain/approvals.py:101,,MEDIUM,self._model
src/file_domain/approvals.py::FileActionApprovalService.list_for_run,src/persistence/uow.py::UnitOfWork,CONSTRUCT,src/file_domain/approvals.py:104,,HIGH,UnitOfWork
src/file_domain/approvals.py::FileActionApprovalService.list_for_run,src/file_domain/approvals.py::FileActionApprovalService._dto,CALL,src/file_domain/approvals.py:113,,MEDIUM,self._dto
src/file_domain/approvals.py::FileActionApprovalService.decide,src/persistence/uow.py::UnitOfWork,CONSTRUCT,src/file_domain/approvals.py:122,,HIGH,UnitOfWork
src/file_domain/approvals.py::FileActionApprovalService.decide,src/persistence/repositories.py::IdempotencyRepository.claim,CALL,src/file_domain/approvals.py:123,,MEDIUM,self.idempotency.claim
src/file_domain/approvals.py::FileActionApprovalService.decide,src/file_domain/approvals.py::FileActionApprovalService._enqueue_decision,CALL,src/file_domain/approvals.py:151,,MEDIUM,self._enqueue_decision
src/file_domain/approvals.py::FileActionApprovalService.decide,src/persistence/repositories.py::IdempotencyRepository.complete,CALL,src/file_domain/approvals.py:153,,MEDIUM,self.idempotency.complete
src/file_domain/approvals.py::FileActionApprovalService.decide,src/web_domain/services.py::CommandResult,CONSTRUCT,src/file_domain/approvals.py:154,,HIGH,CommandResult
src/file_domain/approvals.py::FileActionApprovalService.authoritative_status,src/persistence/uow.py::UnitOfWork,CONSTRUCT,src/file_domain/approvals.py:160,,HIGH,UnitOfWork
src/file_domain/approvals.py::FileActionApprovalService.authoritative_status,src/file_domain/approvals.py::FileActionApprovalService._model,CALL,src/file_domain/approvals.py:173,,MEDIUM,self._model
src/file_domain/approvals.py::FileActionApprovalService.cancel,src/persistence/uow.py::UnitOfWork,CONSTRUCT,src/file_domain/approvals.py:179,,HIGH,UnitOfWork
src/file_domain/approvals.py::FileActionApprovalService.cancel,src/file_domain/approvals.py::FileActionApprovalService._enqueue_decision,CALL,src/file_domain/approvals.py:188,,MEDIUM,self._enqueue_decision
src/file_domain/approvals.py::FileActionApprovalService.cancel,src/file_domain/approvals.py::FileActionApprovalService._model,CALL,src/file_domain/approvals.py:189,,MEDIUM,self._model
src/file_domain/approvals.py::FileActionApprovalService.consume,src/persistence/uow.py::UnitOfWork,CONSTRUCT,src/file_domain/approvals.py:197,,HIGH,UnitOfWork
src/file_domain/approvals.py::FileActionApprovalService.list_for_run,src/web_domain/errors.py::ResourceNotFound,CONSTRUCT,src/file_domain/approvals.py:112,"not rows and uow.execute('SELECT 1 FROM runs WHERE account_id=%s AND run_id=%s', (account_id, run_id)).fetchone() is None",HIGH,ResourceNotFound
src/file_domain/approvals.py::FileActionApprovalService.decide,src/web_domain/errors.py::ConversationBusy,CONSTRUCT,src/file_domain/approvals.py:133,previous is not None,HIGH,ConversationBusy
src/file_domain/approvals.py::FileActionApprovalService.decide,src/web_domain/errors.py::ResourceNotFound,CONSTRUCT,src/file_domain/approvals.py:139,row is None,HIGH,ResourceNotFound
src/file_domain/approvals.py::FileActionApprovalService.decide,src/file_domain/approvals.py::ApprovalNotPending,CONSTRUCT,src/file_domain/approvals.py:143,row['status'] == 'pending' and row['expires_at'] <= datetime.now(UTC),HIGH,ApprovalNotPending
src/file_domain/approvals.py::FileActionApprovalService.decide,src/file_domain/approvals.py::ApprovalNotPending,CONSTRUCT,src/file_domain/approvals.py:145,row['status'] != 'pending',HIGH,ApprovalNotPending
src/file_domain/approvals.py::FileActionApprovalService.decide,src/file_domain/approvals.py::FileActionApprovalService._dto,CALL,src/file_domain/approvals.py:152,,MEDIUM,self._dto
src/file_domain/approvals.py::FileActionApprovalService.authoritative_status,src/file_domain/approvals.py::ApprovalNotGranted,CONSTRUCT,src/file_domain/approvals.py:167,row is None,HIGH,ApprovalNotGranted
src/file_domain/approvals.py::FileActionApprovalService.cancel,src/file_domain/approvals.py::ApprovalNotPending,CONSTRUCT,src/file_domain/approvals.py:187,row is None,HIGH,ApprovalNotPending
src/file_domain/approvals.py::FileActionApprovalService.consume,src/file_domain/approvals.py::ApprovalNotGranted,CONSTRUCT,src/file_domain/approvals.py:204,row is None or row['tool_name'] != tool_name or row['arguments_hash'] != arguments_hash,HIGH,ApprovalNotGranted
src/file_domain/approvals.py::FileActionApprovalService.consume,src/file_domain/approvals.py::ApprovalNotGranted,CONSTRUCT,src/file_domain/approvals.py:209,row['status'] == 'consumed',HIGH,ApprovalNotGranted
src/file_domain/approvals.py::FileActionApprovalService.consume,src/file_domain/approvals.py::ApprovalNotGranted,CONSTRUCT,src/file_domain/approvals.py:212,row['status'] != 'approved' or row['expires_at'] <= datetime.now(UTC) or execution_id != operation_id or (fencing_token < 1),HIGH,ApprovalNotGranted
src/file_domain/approvals.py::FileActionApprovalService.decide,src/web_domain/errors.py::IdempotencyConflict,CONSTRUCT,src/file_domain/approvals.py:129,previous is not None && bytes(previous['request_hash']) != digest,HIGH,IdempotencyConflict
src/file_domain/approvals.py::FileActionApprovalService.decide,src/web_domain/services.py::CommandResult,CONSTRUCT,src/file_domain/approvals.py:131,previous is not None && previous['status'] == 'completed',HIGH,CommandResult
src/file_domain/persistence.py::NormalizedDocumentRepository.insert,src/file_domain/persistence.py::NormalizedDocumentRepository.find_by_operation,CALL,src/file_domain/persistence.py:44,,MEDIUM,self.find_by_operation
src/file_domain/persistence.py::NormalizedDocumentRepository.find_by_operation,src/persistence/uow.py::UnitOfWork.execute,CALL,src/file_domain/persistence.py:16,,MEDIUM,uow.execute
src/file_domain/persistence.py::NormalizedDocumentRepository.insert,src/persistence/uow.py::UnitOfWork.execute,CALL,src/file_domain/persistence.py:30,,MEDIUM,uow.execute
src/file_domain/persistent.py::PersistentFileRepository,src/file_domain/persistent.py::PersistentFileRepository.__init__,INITIALIZER,src/file_domain/persistent.py:50,,HIGH,
src/file_domain/persistent.py::PersistentWebFileService,src/file_domain/persistent.py::PersistentWebFileService.__init__,INITIALIZER,src/file_domain/persistent.py:144,,HIGH,
src/file_domain/persistent.py::PersistentFileRepository._model,src/file_domain/persistent.py::PersistentFileDestination,CONSTRUCT,src/file_domain/persistent.py:129,,HIGH,PersistentFileDestination
src/file_domain/persistent.py::PersistentFileRepository._result,src/file_domain/persistent.py::PersistentFileResult,CONSTRUCT,src/file_domain/persistent.py:137,,HIGH,PersistentFileResult
src/file_domain/persistent.py::PersistentWebFileService.__init__,src/file_runtime/output.py::OutputPublisher,CONSTRUCT,src/file_domain/persistent.py:153,,HIGH,OutputPublisher
src/file_domain/persistent.py::PersistentWebFileService.__init__,src/file_domain/persistent.py::PersistentFileRepository,CONSTRUCT,src/file_domain/persistent.py:155,,HIGH,PersistentFileRepository
src/file_domain/persistent.py::PersistentWebFileService.save,src/file_domain/persistent.py::PersistentWebFileService._path,CALL,src/file_domain/persistent.py:161,,MEDIUM,self._path
src/file_domain/persistent.py::PersistentWebFileService.save,src/file_domain/persistent.py::PersistentWebFileService._source,CALL,src/file_domain/persistent.py:162,,MEDIUM,self._source
src/file_domain/persistent.py::PersistentWebFileService.save,src/file_domain/persistent.py::PersistentFileRepository.get,CALL,src/file_domain/persistent.py:163,,MEDIUM,self.destinations.get
src/file_domain/persistent.py::PersistentWebFileService.save,src/file_domain/persistent.py::PersistentWebFileService.arguments_hash,CALL,src/file_domain/persistent.py:179,,MEDIUM,self.arguments_hash
src/file_domain/persistent.py::PersistentWebFileService.save,src/file_domain/persistent.py::PersistentFileResult,CONSTRUCT,src/file_domain/persistent.py:185,,HIGH,PersistentFileResult
src/file_domain/persistent.py::PersistentWebFileService.execute_approved_overwrite,src/file_domain/persistent.py::PersistentWebFileService._approval,CALL,src/file_domain/persistent.py:195,,MEDIUM,self._approval
src/file_domain/persistent.py::PersistentWebFileService.execute_approved_overwrite,src/file_domain/persistent.py::PersistentWebFileService.arguments_hash,CALL,src/file_domain/persistent.py:197,,MEDIUM,self.arguments_hash
src/file_domain/persistent.py::PersistentWebFileService.execute_approved_overwrite,src/file_domain/persistent.py::PersistentWebFileService._path,CALL,src/file_domain/persistent.py:204,,MEDIUM,self._path
src/file_domain/persistent.py::PersistentWebFileService.execute_approved_overwrite,src/file_domain/persistent.py::PersistentFileRepository.get,CALL,src/file_domain/persistent.py:205,,MEDIUM,self.destinations.get
