source,target,edge_type,evidence,config_gates,confidence,detail
src/agent_activities/runtime.py::DurableAgentActivities.finalize_agent_result,src/agent_execution/tracing/instrumentation.py::trace_start,REFINED_CALL,src/agent_activities/runtime.py:1412,caller branch holds,HIGH,exact lexical reference trace_start
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:281,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/web_adapters.py::PostgresWebRequestLoader.load,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:287;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.loader.load -> src/agent_execution/web_adapters.py::PostgresWebRequestLoader
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:383,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/common/logging.py::log_event,REFINED_CALL,src/agent_activities/runtime.py:399,caller branch holds,HIGH,exact lexical reference log_event
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:452,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/agent_activities/store.py::TranscriptVersionConflict,REFINED_CALL,src/agent_activities/runtime.py:473,caller branch holds,HIGH,exact lexical reference TranscriptVersionConflict
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/actions/runtime.py::ActionRuntime.reset_turn,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:489;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.actions.reset_turn -> src/actions/runtime.py::ActionRuntime
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/agent_execution/tracing/instrumentation.py::model_observation_metadata,REFINED_CALL,src/agent_activities/runtime.py:556,caller branch holds,HIGH,exact lexical reference model_observation_metadata
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/common/logging.py::log_event,REFINED_CALL,src/agent_activities/runtime.py:561,caller branch holds,HIGH,exact lexical reference log_event
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/common/logging.py::log_event,REFINED_CALL,src/agent_activities/runtime.py:580,caller branch holds,HIGH,exact lexical reference log_event
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:586,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:626,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent_execution/tracing/instrumentation.py::trace_start,REFINED_CALL,src/agent_activities/runtime.py:657,caller branch holds,HIGH,exact lexical reference trace_start
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent_activities/store.py::TranscriptVersionConflict,REFINED_CALL,src/agent_activities/runtime.py:686,caller branch holds,HIGH,exact lexical reference TranscriptVersionConflict
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent_activities/side_effects.py::normalize_side_effect_class,REFINED_CALL,src/agent_activities/runtime.py:779,caller branch holds,HIGH,exact lexical reference normalize_side_effect_class
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent/protocol.py::ActionRequest,REFINED_CALL,src/agent_activities/runtime.py:854,caller branch holds,HIGH,exact lexical reference ActionRequest
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/common/logging.py::log_event,REFINED_CALL,src/agent_activities/runtime.py:1045,caller branch holds,HIGH,exact lexical reference log_event
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/common/logging.py::log_event,REFINED_CALL,src/agent_activities/runtime.py:1072,caller branch holds,HIGH,exact lexical reference log_event
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:1085,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.planning,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:1140,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.planning,src/agent_activities/store.py::TranscriptVersionConflict,REFINED_CALL,src/agent_activities/runtime.py:1159,caller branch holds,HIGH,exact lexical reference TranscriptVersionConflict
src/agent_activities/runtime.py::DurableAgentActivities.planning,src/agent_execution/model_budget_context.py::model_budget_scope,REFINED_CALL,src/agent_activities/runtime.py:1176,caller branch holds,HIGH,exact lexical reference model_budget_scope
src/agent_activities/runtime.py::DurableAgentActivities.evaluate_plan,src/agent_execution/model_budget_context.py::model_budget_scope,REFINED_CALL,src/agent_activities/runtime.py:1349,caller branch holds,HIGH,exact lexical reference model_budget_scope
src/agent_activities/runtime.py::DurableAgentActivities.finalize_agent_result,src/web_domain/lifecycle.py::WebRunLifecycleService.complete,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:1422;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.lifecycle.complete -> src/web_domain/lifecycle.py::WebRunLifecycleService
src/agent_activities/runtime.py::DurableAgentActivities.finalize_agent_result,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:1425,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.finalize_agent_result,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:1431,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_start,REFINED_CALL,src/agent_activities/runtime.py:297,caller branch holds,HIGH,exact lexical reference trace_start
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:324,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_start,REFINED_CALL,src/agent_activities/runtime.py:330,caller branch holds,HIGH,exact lexical reference trace_start
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:349,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_start,REFINED_CALL,src/agent_activities/runtime.py:356,caller branch holds,HIGH,exact lexical reference trace_start
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:363,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:396,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/agent_execution/model_budget_context.py::model_budget_scope,REFINED_CALL,src/agent_activities/runtime.py:490,caller branch holds,HIGH,exact lexical reference model_budget_scope
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/agent_workflows/contracts.py::CompactToolCall,REFINED_CALL,src/agent_activities/runtime.py:509,caller branch holds,HIGH,exact lexical reference CompactToolCall
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent_workflows/contracts.py::ToolExecutionResult,REFINED_CALL,src/agent_activities/runtime.py:778,caller branch holds,HIGH,exact lexical reference ToolExecutionResult
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent_activities/side_effects.py::normalize_side_effect_class,REFINED_CALL,src/agent_activities/runtime.py:813,caller branch holds,HIGH,exact lexical reference normalize_side_effect_class
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/common/logging.py::log_event,REFINED_CALL,src/agent_activities/runtime.py:852,caller branch holds,HIGH,exact lexical reference log_event
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/common/logging.py::log_event,REFINED_CALL,src/agent_activities/runtime.py:1023,caller branch holds,HIGH,exact lexical reference log_event
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:1082,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.planning,src/brain/engine.py::BrainEngine.generate_final_decision,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:1180;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.brain.generate_final_decision -> src/brain/engine.py::BrainEngine
src/agent_activities/runtime.py::DurableAgentActivities.planning,src/agent_workflows/contracts.py::PlanStep,REFINED_CALL,src/agent_activities/runtime.py:1187,caller branch holds,HIGH,exact lexical reference PlanStep
src/agent_activities/runtime.py::DurableAgentActivities.planning,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:1234,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.planning,src/agent_execution/tracing/instrumentation.py::model_observation_metadata,REFINED_CALL,src/agent_activities/runtime.py:1265,caller branch holds,HIGH,exact lexical reference model_observation_metadata
src/agent_activities/runtime.py::DurableAgentActivities.evaluate_plan,src/brain/engine.py::BrainEngine.generate_final_decision,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:1353;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.brain.generate_final_decision -> src/brain/engine.py::BrainEngine
src/agent_activities/runtime.py::DurableAgentActivities.evaluate_plan,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:1357,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.evaluate_plan,src/agent_execution/tracing/instrumentation.py::model_observation_metadata,REFINED_CALL,src/agent_activities/runtime.py:1375,caller branch holds,HIGH,exact lexical reference model_observation_metadata
src/agent_activities/runtime.py::DurableAgentActivities.finalize_agent_result,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:1434,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities._decision_from_payload,src/agent_workflows/contracts.py::CompactToolCall,REFINED_CALL,src/agent_activities/runtime.py:223,caller branch holds,HIGH,exact lexical reference CompactToolCall
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/model_budget_context.py::model_budget_scope,REFINED_CALL,src/agent_activities/runtime.py:306,caller branch holds,HIGH,exact lexical reference model_budget_scope
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/file_domain/persistent.py::PersistentWebFileService.save,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:717;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.persistent_file_service.save -> src/file_domain/persistent.py::PersistentWebFileService
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent_workflows/contracts.py::ToolExecutionResult,REFINED_CALL,src/agent_activities/runtime.py:729,caller branch holds,HIGH,exact lexical reference ToolExecutionResult
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/actions/runtime.py::ActionRuntime.side_effect_class,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:780;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.actions.side_effect_class -> src/actions/runtime.py::ActionRuntime
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/common/logging.py::log_event,REFINED_CALL,src/agent_activities/runtime.py:824,caller branch holds,HIGH,exact lexical reference log_event
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/common/logging.py::log_event,REFINED_CALL,src/agent_activities/runtime.py:831,caller branch holds,HIGH,exact lexical reference log_event
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/actions/runtime.py::ActionRuntime.budget_reservation,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:872;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.actions.budget_reservation -> src/actions/runtime.py::ActionRuntime
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/brain/engine.py::BrainEngine.rewrite_recall_query,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:311;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.brain.rewrite_recall_query -> src/brain/engine.py::BrainEngine
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:317,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_activities/runtime.py:342,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/brain/engine.py::BrainEngine.generate_final_decision,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:496;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.brain.generate_final_decision -> src/brain/engine.py::BrainEngine
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/actions/runtime.py::ActionRuntime.select_tools,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:498;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.actions.select_tools -> src/actions/runtime.py::ActionRuntime
src/agent_activities/runtime.py::DurableAgentActivities.model_decision,src/brain/engine.py::BrainEngine.generate_chat_decision,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:503;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.brain.generate_chat_decision -> src/brain/engine.py::BrainEngine
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/file_domain/approvals.py::FileActionApprovalService.authoritative_status,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:723;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.approval_service.authoritative_status -> src/file_domain/approvals.py::FileActionApprovalService
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/agent_execution/model_budget_context.py::model_budget_scope,REFINED_CALL,src/agent_activities/runtime.py:889,caller branch holds,HIGH,exact lexical reference model_budget_scope
src/agent_activities/runtime.py::DurableAgentActivities.planning,src/agent_workflows/contracts.py::PlanStep,REFINED_CALL,src/agent_activities/runtime.py:1136,caller branch holds,HIGH,exact lexical reference PlanStep
src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,src/actions/runtime.py::ActionRuntime.execute_request,COMPOSITION_BOUND_CALL,src/agent_activities/runtime.py:894;src/orchestration/worker.py:293,injected concrete service; request/config branch,HIGH,self.actions.execute_request -> src/actions/runtime.py::ActionRuntime
src/agent_activities/side_effects.py::UnsupportedToolSideEffectReconciler.reconcile,src/agent_activities/side_effects.py::ReconcileResult,REFINED_CALL,src/agent_activities/side_effects.py:35,caller branch holds,HIGH,exact lexical reference ReconcileResult
src/agent_activities/store.py::AgentDataStore.acquire_lease,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:53,,HIGH,
src/agent_activities/store.py::AgentDataStore.validate_and_renew_lease,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:84,,HIGH,
src/agent_activities/store.py::AgentDataStore.release_lease,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:98,,HIGH,
src/agent_activities/store.py::AgentDataStore.run_identity,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:108,,HIGH,
src/agent_activities/store.py::AgentDataStore.operation_result,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:119,,HIGH,
src/agent_activities/store.py::AgentDataStore.tool_call_arguments,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:133,,HIGH,
src/agent_activities/store.py::AgentDataStore.begin_operation,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:152,,HIGH,
src/agent_activities/store.py::AgentDataStore.begin_tool_operation,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:180,,HIGH,
src/agent_activities/store.py::AgentDataStore.fail_operation,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:215,,HIGH,
src/agent_activities/store.py::AgentDataStore.record_operation_intent,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:227,,HIGH,
src/agent_activities/store.py::AgentDataStore.mark_operation_uncertain,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:238,,HIGH,
src/agent_activities/store.py::AgentDataStore.create_transcript,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:257,,HIGH,
src/agent_activities/store.py::AgentDataStore.load_messages,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:297,,HIGH,
src/agent_activities/store.py::AgentDataStore.complete_operation_with_event,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:332,,HIGH,
src/agent_activities/store.py::AgentDataStore.complete_operation,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:370,,HIGH,
src/agent_activities/store.py::AgentDataStore.result_content,src/persistence/uow.py::UnitOfWork.__exit__,CONTEXT_MANAGER_HOOK,src/agent_activities/store.py:384,,HIGH,
src/agent_activities/store.py::AgentDataStore.acquire_lease,src/agent_activities/store.py::ExecutionLease,REFINED_CALL,src/agent_activities/store.py:78,caller branch holds,HIGH,exact lexical reference ExecutionLease
src/agent_activities/store.py::AgentDataStore.validate_and_renew_lease,src/agent_activities/store.py::ExecutionLease,REFINED_CALL,src/agent_activities/store.py:94,caller branch holds,HIGH,exact lexical reference ExecutionLease
src/agent_activities/store.py::AgentDataStore.acquire_lease,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:53,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.validate_and_renew_lease,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:84,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.release_lease,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:98,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.run_identity,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:108,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.operation_result,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:119,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.tool_call_arguments,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:133,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.begin_operation,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:152,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.begin_tool_operation,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:180,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.begin_tool_operation,src/agent_activities/store.py::ToolOperationState,REFINED_CALL,src/agent_activities/store.py:211,caller branch holds,HIGH,exact lexical reference ToolOperationState
src/agent_activities/store.py::AgentDataStore.fail_operation,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:215,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.record_operation_intent,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:227,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.mark_operation_uncertain,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:238,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.create_transcript,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:257,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.load_messages,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:297,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.complete_operation_with_event,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:332,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.complete_operation,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:370,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.result_content,src/persistence/uow.py::UnitOfWork,REFINED_CALL,src/agent_activities/store.py:384,caller branch holds,HIGH,exact lexical reference UnitOfWork
src/agent_activities/store.py::AgentDataStore.acquire_lease,src/agent_activities/store.py::LeaseConflict,REFINED_CALL,src/agent_activities/store.py:69,caller branch holds,HIGH,exact lexical reference LeaseConflict
src/agent_activities/store.py::AgentDataStore.validate_and_renew_lease,src/agent_activities/store.py::StaleFencingToken,REFINED_CALL,src/agent_activities/store.py:93,caller branch holds,HIGH,exact lexical reference StaleFencingToken
src/agent_activities/store.py::AgentDataStore.begin_tool_operation,src/agent_activities/store.py::ToolOperationState,REFINED_CALL,src/agent_activities/store.py:188,caller branch holds,HIGH,exact lexical reference ToolOperationState
src/agent_activities/store.py::AgentDataStore.begin_tool_operation,src/agent_activities/store.py::ToolOperationState,REFINED_CALL,src/agent_activities/store.py:204,caller branch holds,HIGH,exact lexical reference ToolOperationState
src/agent_activities/store.py::AgentDataStore.complete_operation_with_event,src/agent_activities/store.py::TranscriptVersionConflict,REFINED_CALL,src/agent_activities/store.py:348,caller branch holds,HIGH,exact lexical reference TranscriptVersionConflict
src/agent_execution/audit.py::LoggingExecutionAuditSinkFactory.for_execution,src/agent_execution/audit.py::LoggingExecutionAuditSink,REFINED_CALL,src/agent_execution/audit.py:20,caller branch holds,HIGH,exact lexical reference LoggingExecutionAuditSink
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/context.py::trace_node_id,REFINED_CALL,src/agent_execution/brain_action_loop.py:386,caller branch holds,HIGH,exact lexical reference trace_node_id
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/common/logging.py::log_event,REFINED_CALL,src/agent_execution/brain_action_loop.py:398,caller branch holds,HIGH,exact lexical reference log_event
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/common/logging.py::log_event,REFINED_CALL,src/agent_execution/brain_action_loop.py:472,caller branch holds,HIGH,exact lexical reference log_event
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/facade.py::ExecutionResult,REFINED_CALL,src/agent_execution/brain_action_loop.py:497,caller branch holds,HIGH,exact lexical reference ExecutionResult
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/context.py::trace_node_id,REFINED_CALL,src/agent_execution/brain_action_loop.py:89,caller branch holds,HIGH,exact lexical reference trace_node_id
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/context.py::trace_node_id,REFINED_CALL,src/agent_execution/brain_action_loop.py:90,caller branch holds,HIGH,exact lexical reference trace_node_id
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/context.py::trace_node_id,REFINED_CALL,src/agent_execution/brain_action_loop.py:93,caller branch holds,HIGH,exact lexical reference trace_node_id
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/context.py::trace_node_id,REFINED_CALL,src/agent_execution/brain_action_loop.py:181,caller branch holds,HIGH,exact lexical reference trace_node_id
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/common/logging.py::log_event,REFINED_CALL,src/agent_execution/brain_action_loop.py:193,caller branch holds,HIGH,exact lexical reference log_event
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/common/logging.py::log_event,REFINED_CALL,src/agent_execution/brain_action_loop.py:245,caller branch holds,HIGH,exact lexical reference log_event
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/instrumentation.py::trace_start,REFINED_CALL,src/agent_execution/brain_action_loop.py:389,caller branch holds,HIGH,exact lexical reference trace_start
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_execution/brain_action_loop.py:463,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop._raise_if_expired,src/agent_execution/facade.py::StableExecutionFailure,REFINED_CALL,src/agent_execution/brain_action_loop.py:575,caller branch holds,HIGH,exact lexical reference StableExecutionFailure
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/instrumentation.py::trace_start,REFINED_CALL,src/agent_execution/brain_action_loop.py:96,caller branch holds,HIGH,exact lexical reference trace_start
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/instrumentation.py::trace_start,REFINED_CALL,src/agent_execution/brain_action_loop.py:103,caller branch holds,HIGH,exact lexical reference trace_start
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_execution/brain_action_loop.py:156,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/instrumentation.py::trace_start,REFINED_CALL,src/agent_execution/brain_action_loop.py:184,caller branch holds,HIGH,exact lexical reference trace_start
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/instrumentation.py::trace_end,REFINED_CALL,src/agent_execution/brain_action_loop.py:234,caller branch holds,HIGH,exact lexical reference trace_end
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/facade.py::ExecutionResult,REFINED_CALL,src/agent_execution/brain_action_loop.py:264,caller branch holds,HIGH,exact lexical reference ExecutionResult
src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,src/agent_execution/tracing/context.py::trace_node_id,REFINED_CALL,src/agent_execution/brain_action_loop.py:283,caller branch holds,HIGH,exact lexical reference trace_node_id
