path,loc,fan_in,fan_out,logical_owner,capability,runtime_roots,reachability_class,fact_flags,evidence
src/web_domain/lifecycle.py,150,8,9,Web transactional domain,MULTIPLE,R1;R3;R4;R5,PROD_CONDITIONAL,,src/web_domain/lifecycle.py:1;src/web_domain/lifecycle.py:18;src/web_domain/lifecycle.py:28;src/web_domain/lifecycle.py:33
src/agent/interfaces.py,149,17,4,Mixed protocol / experimental Multi-Agent,NONE,,EXPERIMENTAL_REJECTED,EXPERIMENTAL_CODE;HIGH_FAN_IN;PRODUCTION_REJECTED,src/agent/interfaces.py:1;src/agent/interfaces.py:110;src/agent/interfaces.py:129;src/agent/interfaces.py:29;src/agent/interfaces.py:65;src/orchestration/worker.py:803;src/agent/__init__.py:16
web/src/sse/sseClient.ts,149,2,0,Web frontend,S2,R7,PROD_CONDITIONAL,,web/src/sse/sseClient.ts:1
src/file_runtime/output.py,148,3,8,File routing & publication,MULTIPLE,R1;R3;R4;R5,PROD_CONDITIONAL,,src/file_runtime/output.py:1;src/file_runtime/output.py:18;src/file_runtime/output.py:29
src/application/memory_retention.py,146,3,9,Application use cases,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/application/memory_retention.py:1;src/application/memory_retention.py:26;src/application/memory_retention.py:39
src/harness/prompts.py,146,2,4,Prompt configuration adapter,P3,R1;R4;R5,PROD_CONDITIONAL,,src/harness/prompts.py:1;src/harness/prompts.py:28
src/storage/file_store.py,146,4,6,General workspace/archive file adapter,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/storage/file_store.py:1;src/storage/file_store.py:143;src/storage/file_store.py:18
src/resources/embedding.py,145,1,7,Model / retrieval infrastructure,P3,R1;R5,PROD_CONDITIONAL,,src/resources/embedding.py:1;src/resources/embedding.py:114;src/resources/embedding.py:27
web/src/App.tsx,145,2,12,Web frontend,MULTIPLE,R7,PROD_CONDITIONAL,,web/src/App.tsx:1
src/common/errors.py,144,6,2,Shared contracts / telemetry,MULTIPLE,R1;R4;R5,PROD_CONDITIONAL,,src/common/errors.py:1;src/common/errors.py:103;src/common/errors.py:114;src/common/errors.py:125;src/common/errors.py:136;src/common/errors.py:19;src/common/errors.py:44;src/common/errors.py:81;src/common/errors.py:92
src/sandbox/tools/skills/installer.py,139,1,7,Tool runtime / workspace execution,P3,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/sandbox/tools/skills/installer.py:1;src/sandbox/tools/skills/installer.py:106;src/sandbox/tools/skills/installer.py:123;src/sandbox/tools/skills/installer.py:26;src/sandbox/tools/skills/installer.py:63
web/src/components/LoginForm.tsx,139,2,4,Web frontend,P2,R7,PROD_CONDITIONAL,,web/src/components/LoginForm.tsx:1
src/sandbox/tools/registry.py,136,4,7,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/registry.py:1;src/sandbox/tools/registry.py:15
src/web_domain/outbox.py,136,10,9,Web transactional domain,MULTIPLE,R1;R2;R3;R5,PROD_CONDITIONAL,,src/web_domain/outbox.py:1;src/web_domain/outbox.py:33;src/web_domain/outbox.py:37
src/channels/console.py,131,1,3,QQ transport,P1,,UNKNOWN,ARCHITECTURE_DRIFT;UNRESOLVED_DYNAMIC_EDGE,src/channels/console.py:1;src/channels/console.py:25
src/account/bootstrap.py,129,2,8,Identity administration,P2,,OPS_ADMIN,OPS_ONLY_USAGE,src/account/bootstrap.py:1;src/account/bootstrap.py:100;src/account/bootstrap.py:109;src/account/bootstrap.py:27;src/account/bootstrap.py:34
src/agent/__init__.py,129,0,13,Mixed protocol / experimental Multi-Agent,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/agent/__init__.py:1
web/src/components/trace/TraceTree.tsx,129,1,4,Web frontend,S2,R7,PROD_CONDITIONAL,,web/src/components/trace/TraceTree.tsx:1
src/application/session_archive.py,127,2,5,Application use cases,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/application/session_archive.py:1;src/application/session_archive.py:15
src/agent_workflows/agent_step.py,125,6,6,Durable Agent control flow,MULTIPLE,R1;R3;R4;R5,PROD_CONDITIONAL,,src/agent_workflows/agent_step.py:1;src/agent_workflows/agent_step.py:23
src/bootstrap/qq.py,125,1,18,Runtime composition,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/bootstrap/qq.py:1;src/bootstrap/qq.py:33;src/bootstrap/qq.py:44
web/src/components/RunStatus.test.tsx,124,0,4,Web frontend,S2,,TEST_ONLY,,web/src/components/RunStatus.test.tsx:1
web/src/components/RunStatus.tsx,120,2,6,Web frontend,S2,R7,PROD_CONDITIONAL,,web/src/components/RunStatus.tsx:1
src/common/logging.py,119,20,8,Shared contracts / telemetry,MULTIPLE,R1;R2;R3;R4;R5,PROD_CONDITIONAL,HIGH_FAN_IN,src/common/logging.py:1;src/common/logging.py:23;src/common/logging.py:47;src/common/logging.py:56
src/orchestration/web_reconciler.py,119,3,6,Process lifecycle & Temporal,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/orchestration/web_reconciler.py:1;src/orchestration/web_reconciler.py:13;src/orchestration/web_reconciler.py:20;src/orchestration/web_reconciler.py:24;src/orchestration/web_reconciler.py:31;src/orchestration/web_reconciler.py:36;src/orchestration/web_reconciler.py:97
src/account/postgres_account_service.py,117,5,6,Identity & credentials,P2,R1;R5,PROD_CONDITIONAL,DUAL_IMPLEMENTATION,src/account/postgres_account_service.py:1;src/account/postgres_account_service.py:31;src/account/postgres_account_service.py:47
src/web_domain/workflow_execution.py,117,5,6,Web transactional domain,MULTIPLE,R1;R3;R5,PROD_CONDITIONAL,,src/web_domain/workflow_execution.py:1;src/web_domain/workflow_execution.py:13
src/agent_workflows/tool_execution.py,115,13,6,Durable Agent control flow,MULTIPLE,R1;R2;R3;R4;R5,PROD_CONDITIONAL,,src/agent_workflows/tool_execution.py:1;src/agent_workflows/tool_execution.py:27;src/agent_workflows/tool_execution.py:33
src/sandbox/tools/routing/contracts.py,115,2,3,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/routing/contracts.py:1;src/sandbox/tools/routing/contracts.py:16;src/sandbox/tools/routing/contracts.py:22;src/sandbox/tools/routing/contracts.py:30;src/sandbox/tools/routing/contracts.py:93
src/sandbox/tools/routing/models.py,113,10,5,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/routing/models.py:1;src/sandbox/tools/routing/models.py:11;src/sandbox/tools/routing/models.py:17;src/sandbox/tools/routing/models.py:24;src/sandbox/tools/routing/models.py:31;src/sandbox/tools/routing/models.py:56;src/sandbox/tools/routing/models.py:61;src/sandbox/tools/routing/models.py:72;src/sandbox/tools/routing/models.py:82
src/orchestration/artifact_dispatcher.py,112,4,12,Process lifecycle & Temporal,MULTIPLE,R1;R3;R5,PROD_CONDITIONAL,,src/orchestration/artifact_dispatcher.py:1;src/orchestration/artifact_dispatcher.py:107;src/orchestration/artifact_dispatcher.py:21;src/orchestration/artifact_dispatcher.py:25;src/orchestration/artifact_dispatcher.py:47;src/orchestration/artifact_dispatcher.py:95
src/account/account_service.py,111,0,7,Legacy JSON identity,P2,,UNKNOWN,COMPATIBILITY_UNKNOWN;DUAL_IMPLEMENTATION;UNRESOLVED_DYNAMIC_EDGE,src/account/account_service.py:1;src/account/account_service.py:21
src/common/interfaces.py,111,4,3,Shared contracts / telemetry,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/common/interfaces.py:1;src/common/interfaces.py:16;src/common/interfaces.py:63
src/channels/base.py,110,4,4,QQ transport,P1,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/channels/base.py:1;src/channels/base.py:32
src/file_domain/models.py,110,19,5,File contracts & persistence,P5,R1;R4;R5;R6,PROD_CONDITIONAL,HIGH_FAN_IN,src/file_domain/models.py:1;src/file_domain/models.py:12;src/file_domain/models.py:25;src/file_domain/models.py:53;src/file_domain/models.py:61;src/file_domain/models.py:74;src/file_domain/models.py:82;src/file_domain/models.py:91
web/src/components/ConversationSidebar.tsx,110,1,5,Web frontend,P1,R7,PROD_CONDITIONAL,,web/src/components/ConversationSidebar.tsx:1
src/agent_execution/tracing/metadata.py,106,3,4,Run trace persistence and events,S2,R1;R3;R5;R6,PROD_CONDITIONAL,,src/agent_execution/tracing/metadata.py:1;src/agent_execution/tracing/metadata.py:101;src/agent_execution/tracing/metadata.py:47;src/agent_execution/tracing/metadata.py:63;src/agent_execution/tracing/metadata.py:77;src/agent_execution/tracing/metadata.py:89
src/orchestration/research_schedule.py,106,2,8,Research schedule reconciliation,P6,R1,PROD_CONDITIONAL,,src/orchestration/research_schedule.py:1;src/orchestration/research_schedule.py:28;src/orchestration/research_schedule.py:96
src/web_domain/run_usage_projection.py,106,5,5,Web transactional domain,MULTIPLE,R2,PROD_CONDITIONAL,,src/web_domain/run_usage_projection.py:1;src/web_domain/run_usage_projection.py:15;src/web_domain/run_usage_projection.py:92
src/storage/protocols.py,105,3,5,Storage adapters,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/storage/protocols.py:1;src/storage/protocols.py:21;src/storage/protocols.py:25;src/storage/protocols.py:45;src/storage/protocols.py:61;src/storage/protocols.py:82
web/src/components/QQBindingPanel.tsx,105,1,3,Web frontend,P2,R7,PROD_CONDITIONAL,,web/src/components/QQBindingPanel.tsx:1
src/file_adapters/docling.py,104,2,4,Document format providers,P5,R6,PROD_CONDITIONAL,,src/file_adapters/docling.py:1;src/file_adapters/docling.py:16
src/orchestration/memory_retention_worker.py,101,2,8,Web memory outbox consumer,P2,R1;R3;R5,PROD_CONDITIONAL,,src/orchestration/memory_retention_worker.py:1;src/orchestration/memory_retention_worker.py:28;src/orchestration/memory_retention_worker.py:57
src/agent/adapters.py,100,2,6,Mixed protocol / experimental Multi-Agent,NONE,,EXPERIMENTAL_REJECTED,EXPERIMENTAL_CODE;PRODUCTION_REJECTED,src/agent/adapters.py:1;src/agent/adapters.py:24;src/orchestration/worker.py:803;src/agent/__init__.py:16
src/harness/activities.py,100,2,6,QQ Temporal application adapter,MULTIPLE,R1,PROD_CONDITIONAL,,src/harness/activities.py:1;src/harness/activities.py:17;src/harness/activities.py:34;src/harness/activities.py:41;src/harness/activities.py:65;src/harness/activities.py:81;src/harness/activities.py:87;src/harness/activities.py:93
src/agent_activities/persistent_overwrite.py,99,2,10,Durable persistent file overwrite,P5,R1;R4;R5,PROD_CONDITIONAL,,src/agent_activities/persistent_overwrite.py:1;src/agent_activities/persistent_overwrite.py:22
web/src/components/trace/TraceDetail.tsx,99,1,1,Web frontend,S2,R7,PROD_CONDITIONAL,,web/src/components/trace/TraceDetail.tsx:1
src/agent/protocol.py,94,7,3,Agent runtime contracts,P3,R1;R4;R5,PROD_CONDITIONAL,NAME_RESPONSIBILITY_DRIFT,src/agent/protocol.py:1;src/agent/protocol.py:10;src/agent/protocol.py:35;src/agent/protocol.py:58
src/sandbox/tools/skills/skillmd.py,94,3,4,Tool runtime / workspace execution,P3,R1;R5,PROD_CONDITIONAL,,src/sandbox/tools/skills/skillmd.py:1;src/sandbox/tools/skills/skillmd.py:17;src/sandbox/tools/skills/skillmd.py:31;src/sandbox/tools/skills/skillmd.py:51;src/sandbox/tools/skills/skillmd.py:67
web/src/components/ArtifactPanel.tsx,93,1,4,Web frontend,S1,R7,PROD_CONDITIONAL,,web/src/components/ArtifactPanel.tsx:1
web/src/components/ApprovalCard.tsx,92,2,6,Web frontend,P5,R7,PROD_CONDITIONAL,,web/src/components/ApprovalCard.tsx:1
src/session/models.py,90,5,4,QQ state / workspace metadata,MULTIPLE,R1,PROD_CONDITIONAL,,src/session/models.py:1;src/session/models.py:11;src/session/models.py:18
src/web_artifacts/build.py,90,4,6,Artifact versions,S1,R1;R2;R3;R5,PROD_CONDITIONAL,,src/web_artifacts/build.py:1;src/web_artifacts/build.py:14
src/workspace/file_capability_config.py,90,2,6,Workspace isolation / run file scope,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/workspace/file_capability_config.py:1;src/workspace/file_capability_config.py:12;src/workspace/file_capability_config.py:23
src/account/credentials.py,87,2,7,Identity & credentials,P2,R2,PROD_CONDITIONAL,,src/account/credentials.py:1;src/account/credentials.py:14;src/account/credentials.py:18;src/account/credentials.py:24;src/account/credentials.py:72
src/persistence/uow.py,87,42,6,PostgreSQL runtime,MULTIPLE,R1;R2;R3;R4;R5;R6,PROD_CONDITIONAL,HIGH_FAN_IN,src/persistence/uow.py:1;src/persistence/uow.py:14;src/persistence/uow.py:33
web/src/adapters/assistant-ui/runtime.ts,86,1,4,Web frontend,P1,R7,PROD_CONDITIONAL,,web/src/adapters/assistant-ui/runtime.ts:1
src/agent/context.py,84,18,5,Mixed protocol / experimental Multi-Agent,NONE,,EXPERIMENTAL_REJECTED,EXPERIMENTAL_CODE;HIGH_FAN_IN;PRODUCTION_REJECTED,src/agent/context.py:1;src/agent/context.py:18;src/agent/context.py:24;src/agent/context.py:71;src/agent/context.py:79;src/orchestration/worker.py:803;src/agent/__init__.py:16
src/main.py,84,0,9,Repository / operations,NONE,R1,PROD_DIRECT,,src/main.py:1;src/main.py:55;src/main.py:78
src/sandbox/tools/local/grep.py,84,2,7,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/local/grep.py:1;src/sandbox/tools/local/grep.py:11;src/sandbox/tools/local/grep.py:18
web/src/adapters/assistant-ui/types.test.ts,84,0,3,Web frontend,P1,,TEST_ONLY,,web/src/adapters/assistant-ui/types.test.ts:1
src/agent/composite.py,83,3,6,Mixed protocol / experimental Multi-Agent,NONE,,EXPERIMENTAL_REJECTED,EXPERIMENTAL_CODE;PRODUCTION_REJECTED,src/agent/composite.py:1;src/agent/composite.py:22;src/orchestration/worker.py:803;src/agent/__init__.py:16
web/src/components/trace/traceStore.test.ts,82,0,3,Web frontend,S2,,TEST_ONLY,,web/src/components/trace/traceStore.test.ts:1
web/src/store/auth.ts,80,5,2,Web frontend,P2,R7,PROD_CONDITIONAL,,web/src/store/auth.ts:1
src/common/token_counter.py,79,5,2,Shared contracts / telemetry,MULTIPLE,R1;R4;R5,PROD_CONDITIONAL,,src/common/token_counter.py:1;src/common/token_counter.py:21;src/common/token_counter.py:51;src/common/token_counter.py:69
src/web_api/models.py,79,3,4,Web API request contracts,MULTIPLE,R2,PROD_CONDITIONAL,,src/web_api/models.py:1;src/web_api/models.py:13;src/web_api/models.py:19;src/web_api/models.py:24;src/web_api/models.py:28;src/web_api/models.py:39;src/web_api/models.py:46;src/web_api/models.py:53;src/web_api/models.py:9
web/src/components/ApprovalCard.test.tsx,79,0,5,Web frontend,P5,,TEST_ONLY,,web/src/components/ApprovalCard.test.tsx:1
src/agent_execution/tracing/instrumentation.py,78,1,4,Run trace persistence and events,S2,R1;R3;R4;R5,PROD_CONDITIONAL,,src/agent_execution/tracing/instrumentation.py:1;src/agent_execution/tracing/instrumentation.py:10;src/agent_execution/tracing/instrumentation.py:30;src/agent_execution/tracing/instrumentation.py:57
src/channels/router.py,77,3,3,QQ transport,P1,R1;R5,PROD_CONDITIONAL,,src/channels/router.py:1;src/channels/router.py:33
src/web_artifacts/generator.py,77,4,3,Artifact versions,S1,R1;R2;R3;R5,PROD_CONDITIONAL,,src/web_artifacts/generator.py:1;src/web_artifacts/generator.py:13;src/web_artifacts/generator.py:24;src/web_artifacts/generator.py:7
src/research_adapters/synthesis.py,76,2,4,Research external providers,P6,R1;R3;R5,PROD_CONDITIONAL,,src/research_adapters/synthesis.py:1;src/research_adapters/synthesis.py:11
src/web_domain/sessions.py,76,3,7,Web transactional domain,MULTIPLE,R1;R2;R3;R5,PROD_CONDITIONAL,,src/web_domain/sessions.py:1;src/web_domain/sessions.py:20
src/agent_execution/audit.py,75,1,4,Agent execution hosts & tracing,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/agent_execution/audit.py:1;src/agent_execution/audit.py:12;src/agent_execution/audit.py:23
src/web_domain/file_cleanup.py,75,3,6,Web transactional domain,MULTIPLE,R1,PROD_CONDITIONAL,,src/web_domain/file_cleanup.py:1;src/web_domain/file_cleanup.py:13;src/web_domain/file_cleanup.py:19
web/src/components/trace/TracePanel.tsx,75,1,5,Web frontend,S2,R7,PROD_CONDITIONAL,,web/src/components/trace/TracePanel.tsx:1
src/account/registration_service.py,74,2,9,Identity & credentials,P2,R2,PROD_CONDITIONAL,,src/account/registration_service.py:1;src/account/registration_service.py:18;src/account/registration_service.py:22;src/account/registration_service.py:26;src/account/registration_service.py:30;src/account/registration_service.py:35;src/account/registration_service.py:41
src/agent/registry.py,74,8,3,Mixed protocol / experimental Multi-Agent,NONE,,EXPERIMENTAL_REJECTED,EXPERIMENTAL_CODE;PRODUCTION_REJECTED,src/agent/registry.py:1;src/agent/registry.py:13;src/orchestration/worker.py:803;src/agent/__init__.py:16
src/web_artifacts/outbox.py,72,4,5,Artifact versions,S1,R1;R2;R3;R5,PROD_CONDITIONAL,,src/web_artifacts/outbox.py:1;src/web_artifacts/outbox.py:10
src/agent/bus.py,71,8,4,Mixed protocol / experimental Multi-Agent,NONE,,EXPERIMENTAL_REJECTED,EXPERIMENTAL_CODE;PRODUCTION_REJECTED,src/agent/bus.py:1;src/agent/bus.py:14;src/orchestration/worker.py:803;src/agent/__init__.py:16
src/web_api/security.py,71,3,8,Web HTTP / authentication / SSE,MULTIPLE,R2,PROD_CONDITIONAL,,src/web_api/security.py:1;src/web_api/security.py:12;src/web_api/security.py:16;src/web_api/security.py:20;src/web_api/security.py:24;src/web_api/security.py:28;src/web_api/security.py:33;src/web_api/security.py:37
src/sandbox/tools/local/bash.py,70,1,7,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/local/bash.py:1;src/sandbox/tools/local/bash.py:14;src/sandbox/tools/local/bash.py:20
src/sandbox/tools/local/fs_read.py,68,2,4,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/local/fs_read.py:1;src/sandbox/tools/local/fs_read.py:15;src/sandbox/tools/local/fs_read.py:9
src/web_domain/errors.py,68,22,0,Web transactional domain,MULTIPLE,R1;R2;R3;R4;R5,PROD_CONDITIONAL,HIGH_FAN_IN,src/web_domain/errors.py:1;src/web_domain/errors.py:13;src/web_domain/errors.py:17;src/web_domain/errors.py:21;src/web_domain/errors.py:25;src/web_domain/errors.py:29;src/web_domain/errors.py:5;src/web_domain/errors.py:9
src/file_adapters/docx.py,67,1,4,Document format providers,P5,R1;R4;R5,PROD_CONDITIONAL,,src/file_adapters/docx.py:1;src/file_adapters/docx.py:10
src/file_runtime/registry.py,66,2,4,File routing & publication,MULTIPLE,R1;R4;R5,PROD_CONDITIONAL,,src/file_runtime/registry.py:1;src/file_runtime/registry.py:12;src/file_runtime/registry.py:20
src/file_adapters/pdf.py,65,1,5,Document format providers,P5,R1;R4;R5,PROD_CONDITIONAL,,src/file_adapters/pdf.py:1;src/file_adapters/pdf.py:10
src/file_adapters/gotenberg.py,62,1,5,Document format providers,P5,R1;R4;R5,PROD_CONDITIONAL,,src/file_adapters/gotenberg.py:1;src/file_adapters/gotenberg.py:13
src/file_domain/serialization.py,61,3,3,File contracts & persistence,P5,R6,PROD_CONDITIONAL,,src/file_domain/serialization.py:1;src/file_domain/serialization.py:10;src/file_domain/serialization.py:29
src/sandbox/tools/local/fs_edit.py,61,1,5,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/local/fs_edit.py:1;src/sandbox/tools/local/fs_edit.py:10;src/sandbox/tools/local/fs_edit.py:16
src/agent_execution/tracing/lifecycle.py,58,1,5,Run trace persistence and events,S2,R1;R5,PROD_CONDITIONAL,,src/agent_execution/tracing/lifecycle.py:1;src/agent_execution/tracing/lifecycle.py:10;src/agent_execution/tracing/lifecycle.py:30
src/file_runtime/routing.py,58,2,8,File routing & publication,MULTIPLE,R1;R5,PROD_CONDITIONAL,,src/file_runtime/routing.py:1;src/file_runtime/routing.py:22
src/persistence/migrate.py,57,5,5,Database migration operations,MULTIPLE,R8,OPS_ADMIN,OPS_ONLY_USAGE,src/persistence/migrate.py:1;src/persistence/migrate.py:11
src/orchestration/document_worker.py,56,1,12,Heavy document process composition,P5,R6,PROD_CONDITIONAL,ARCHITECTURE_DRIFT,src/orchestration/document_worker.py:1;src/orchestration/document_worker.py:20;src/orchestration/document_worker.py:29;src/orchestration/document_worker.py:50
src/agent_activities/side_effects.py,55,4,4,Durable Agent data plane,MULTIPLE,R1;R4;R5,PROD_CONDITIONAL,,src/agent_activities/side_effects.py:1;src/agent_activities/side_effects.py:17;src/agent_activities/side_effects.py:22;src/agent_activities/side_effects.py:33;src/agent_activities/side_effects.py:38;src/agent_activities/side_effects.py:42;src/agent_activities/side_effects.py:47;src/agent_activities/side_effects.py:9
src/agent_execution/model_budget_context.py,55,5,6,Task-local model budget binding,MULTIPLE,R1;R3;R4;R5,PROD_CONDITIONAL,,src/agent_execution/model_budget_context.py:1;src/agent_execution/model_budget_context.py:12;src/agent_execution/model_budget_context.py:36;src/agent_execution/model_budget_context.py:54
src/application/identity_commands.py,54,2,7,Application use cases,MULTIPLE,R1,PROD_CONDITIONAL,,src/application/identity_commands.py:1;src/application/identity_commands.py:21;src/application/identity_commands.py:26
src/sandbox/tools/local/glob_.py,54,2,6,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/local/glob_.py:1;src/sandbox/tools/local/glob_.py:11;src/sandbox/tools/local/glob_.py:16
src/account/models.py,53,2,3,Legacy account model,P2,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/account/models.py:1;src/account/models.py:19
src/sandbox/tools/local/_path_utils.py,52,7,3,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/local/_path_utils.py:1;src/sandbox/tools/local/_path_utils.py:41;src/sandbox/tools/local/_path_utils.py:50;src/sandbox/tools/local/_path_utils.py:6
src/agent_workflows/agent_run.py,51,8,7,Durable Agent control flow,MULTIPLE,R1;R3;R4;R5,PROD_CONDITIONAL,,src/agent_workflows/agent_run.py:1;src/agent_workflows/agent_run.py:21
src/sandbox/tools/routing/router.py,51,3,5,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/routing/router.py:1;src/sandbox/tools/routing/router.py:9
web/src/components/LoginForm.test.tsx,51,0,5,Web frontend,P2,,TEST_ONLY,,web/src/components/LoginForm.test.tsx:1
src/file_adapters/xlsx.py,49,1,4,Document format providers,P5,R1;R4;R5,PROD_CONDITIONAL,,src/file_adapters/xlsx.py:1;src/file_adapters/xlsx.py:10
src/file_domain/persistence.py,49,1,5,Document PostgreSQL repository,P5,R6,PROD_CONDITIONAL,PACKAGE_BOUNDARY_CROSSING,src/file_domain/persistence.py:1;src/file_domain/persistence.py:12
src/file_runtime/resolver.py,49,2,8,File routing & publication,MULTIPLE,R1;R4;R5;R6,PROD_CONDITIONAL,,src/file_runtime/resolver.py:1;src/file_runtime/resolver.py:15
src/agent_execution/tracing/models.py,45,3,5,Run trace persistence and events,S2,R1;R2;R3;R5;R6,PROD_CONDITIONAL,,src/agent_execution/tracing/models.py:1;src/agent_execution/tracing/models.py:10;src/agent_execution/tracing/models.py:23;src/agent_execution/tracing/models.py:37;src/agent_execution/tracing/models.py:43
src/sandbox/tools/routing/policy.py,44,2,1,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/routing/policy.py:1;src/sandbox/tools/routing/policy.py:7
web/src/components/ArtifactPreview.tsx,44,2,1,Web frontend,S1,R7,PROD_CONDITIONAL,,web/src/components/ArtifactPreview.tsx:1
src/file_adapters/pptx.py,43,1,4,Document format providers,P5,R1;R4;R5,PROD_CONDITIONAL,,src/file_adapters/pptx.py:1;src/file_adapters/pptx.py:10
src/agent/compensation.py,42,3,5,Mixed protocol / experimental Multi-Agent,NONE,,EXPERIMENTAL_REJECTED,EXPERIMENTAL_CODE;PRODUCTION_REJECTED,src/agent/compensation.py:1;src/agent/compensation.py:16;src/agent/compensation.py:25;src/orchestration/worker.py:803;src/agent/__init__.py:16
src/agent_execution/tracing/context.py,40,3,6,Run trace persistence and events,S2,R1;R3;R4;R5,PROD_CONDITIONAL,,src/agent_execution/tracing/context.py:1;src/agent_execution/tracing/context.py:13;src/agent_execution/tracing/context.py:25;src/agent_execution/tracing/context.py:29;src/agent_execution/tracing/context.py:35
web/src/adapters/assistant-ui/types.ts,40,2,2,Web frontend,P1,R7,PROD_CONDITIONAL,,web/src/adapters/assistant-ui/types.ts:1
src/channels/__init__.py,39,0,5,QQ transport,P1,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/channels/__init__.py:1
src/common/model_usage.py,37,3,4,Shared contracts / telemetry,MULTIPLE,R1;R4;R5,PROD_CONDITIONAL,,src/common/model_usage.py:1;src/common/model_usage.py:10;src/common/model_usage.py:36
src/research_domain/providers.py,37,3,3,Research commands & persistence,P6,R1;R3;R5,PROD_CONDITIONAL,,src/research_domain/providers.py:1;src/research_domain/providers.py:10;src/research_domain/providers.py:14;src/research_domain/providers.py:24;src/research_domain/providers.py:28;src/research_domain/providers.py:32
src/common/__init__.py,36,0,3,Shared contracts / telemetry,MULTIPLE,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/common/__init__.py:1
src/file_runtime/research_output.py,33,1,6,Research-to-file publication adapter,MULTIPLE,R1;R3;R5,PROD_CONDITIONAL,,src/file_runtime/research_output.py:1;src/file_runtime/research_output.py:13
src/file_adapters/markitdown.py,32,2,4,Document format providers,P5,R1;R4;R5,PROD_CONDITIONAL,,src/file_adapters/markitdown.py:1;src/file_adapters/markitdown.py:10
src/sandbox/tools/types.py,32,6,2,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/types.py:1;src/sandbox/tools/types.py:12
src/orchestration/artifact_workflow.py,31,5,6,Process lifecycle & Temporal,MULTIPLE,R1;R3;R5,PROD_CONDITIONAL,,src/orchestration/artifact_workflow.py:1;src/orchestration/artifact_workflow.py:20
src/sandbox/tools/routing/context.py,30,1,3,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/routing/context.py:1;src/sandbox/tools/routing/context.py:7
web/src/components/RegistrationQqGate.tsx,30,1,1,Web frontend,P2,R7,PROD_CONDITIONAL,,web/src/components/RegistrationQqGate.tsx:1
web/src/components/progressLabels.ts,30,1,0,Web frontend,P1,R7,PROD_CONDITIONAL,,web/src/components/progressLabels.ts:1
src/agent_execution/tracing/__init__.py,29,6,7,Run trace persistence and events,S2,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/agent_execution/tracing/__init__.py:1
src/sandbox/tools/local/fs_write.py,28,1,5,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/local/fs_write.py:1;src/sandbox/tools/local/fs_write.py:10;src/sandbox/tools/local/fs_write.py:15
src/sandbox/tools/routing/capability.py,28,2,1,Tool runtime / workspace execution,P3,R1;R4;R5,PROD_CONDITIONAL,,src/sandbox/tools/routing/capability.py:1;src/sandbox/tools/routing/capability.py:4
web/src/test/setup.ts,28,0,1,Web frontend,P1,,TEST_ONLY,,web/src/test/setup.ts:1
web/src/utils/idempotency.test.ts,28,0,2,Web frontend,P1,,TEST_ONLY,,web/src/utils/idempotency.test.ts:1
src/research_domain/__init__.py,27,0,1,Research commands & persistence,P6,,UNKNOWN,UNRESOLVED_DYNAMIC_EDGE,src/research_domain/__init__.py:1
