proof_id,path,root,target,chain,evidence,gates,confidence
PROOF:src/channels/official_qq.py,src/channels/official_qq.py,R1,src/channels/official_qq.py::OfficialQQChannel,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/channels/official_qq.py::OfficialQQChannel,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:948,channels.enabled contains official_qq;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/channels/router.py,src/channels/router.py,R1,src/channels/router.py::ChannelRouter,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::init_dependencies -> src/channels/router.py::ChannelRouter,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:802;src/orchestration/worker.py:855,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/common/errors.py,src/common/errors.py,R1,src/common/errors.py::ModelAPIError,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap -> src/brain/engine.py::BrainEngine.rewrite_recall_query -> src/resources/resource_pool.py::ResourcePool.generate -> src/common/errors.py::ModelAPIError,src/Dockerfile:51;docker-compose.yaml:410;src/agent_activities/runtime.py:311;src/orchestration/worker.py:293;src/brain/engine.py:64;src/orchestration/worker.py:650;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:345;src/orchestration/worker.py:931;src/resources/resource_pool.py:272,config.temporal.web_real_agent_enabled;injected concrete service; request/config branch;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/common/logging.py,src/common/logging.py,R2,src/common/logging.py::setup_logging,DEPLOY:hpagent-api -> src/web_api/__main__.py::main -> src/common/logging.py::setup_logging,src/Dockerfile.web-api:10;docker-compose.yaml:635;src/web_api/__main__.py:15,valid WebSettings / database,HIGH
PROOF:src/common/model_usage.py,src/common/model_usage.py,R1,src/common/model_usage.py::canonical_model_usage,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap -> src/brain/engine.py::BrainEngine.rewrite_recall_query -> src/resources/resource_pool.py::ResourcePool.generate -> src/common/model_usage.py::canonical_model_usage,src/Dockerfile:51;docker-compose.yaml:410;src/agent_activities/runtime.py:311;src/orchestration/worker.py:293;src/brain/engine.py:64;src/orchestration/worker.py:650;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:345;src/orchestration/worker.py:931;src/resources/resource_pool.py:190,config.temporal.web_real_agent_enabled;injected concrete service; request/config branch;should_settle and reservation is not None;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/common/token_counter.py,src/common/token_counter.py,R1,src/common/token_counter.py::estimate_messages_tokens,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap -> src/brain/engine.py::BrainEngine.rewrite_recall_query -> src/resources/resource_pool.py::ResourcePool.generate -> src/common/token_counter.py::estimate_messages_tokens,src/Dockerfile:51;docker-compose.yaml:410;src/agent_activities/runtime.py:311;src/orchestration/worker.py:293;src/brain/engine.py:64;src/orchestration/worker.py:650;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:345;src/orchestration/worker.py:931;src/resources/resource_pool.py:159,budget_context is not None and budget_context.service is not None;config.temporal.web_real_agent_enabled;injected concrete service; request/config branch;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/common/types.py,src/common/types.py,R1,src/common/types.py::ChannelType,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/common/types.py::ChannelType,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:954,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/document_activities/runtime.py,src/document_activities/runtime.py,R6,src/document_activities/runtime.py::DocumentActivities,DEPLOY:hpagent-document-worker -> src/orchestration/document_worker.py::main -> src/orchestration/document_worker.py::main_async -> src/document_activities/runtime.py::DocumentActivities,src/Dockerfile.document:20;docker-compose.yaml:584;src/orchestration/document_worker.py:39;src/orchestration/document_worker.py:52,database / Temporal / document image; heavy-normalization request,HIGH
PROOF:src/entrypoint.sh,src/entrypoint.sh,R1,src/entrypoint.sh,DEPLOY:hpagent -> src/entrypoint.sh,src/Dockerfile:51;docker-compose.yaml:410,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_adapters/docling.py,src/file_adapters/docling.py,R6,src/file_adapters/docling.py::DoclingStructuredDocumentProvider,DEPLOY:hpagent-document-worker -> src/orchestration/document_worker.py::main -> src/orchestration/document_worker.py::main_async -> src/file_adapters/docling.py::DoclingStructuredDocumentProvider,src/Dockerfile.document:20;docker-compose.yaml:584;src/orchestration/document_worker.py:40;src/orchestration/document_worker.py:52,database / Temporal / document image; heavy-normalization request,HIGH
PROOF:src/file_adapters/docx.py,src/file_adapters/docx.py,R1,src/file_adapters/docx.py::DocxAdapter,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/orchestration/web_activities.py::execute_agent_activity -> src/agent_execution/web_host.py::WebExecutionHost.execute -> src/workspace/isolation.py::SessionResourceRecoveryService.lease_for_run -> src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox -> src/sandbox/tools/local/file_read.py::create_file_read_tools -> src/sandbox/tools/local/file_read.py::default_file_adapter_registry -> src/file_adapters/docx.py::DocxAdapter,src/Dockerfile:51;docker-compose.yaml:410;src/agent_execution/web_host.py:123;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_activities.py:127;src/orchestration/worker.py:344;src/orchestration/worker.py:931;src/sandbox/sandbox_manager.py:187;src/sandbox/tools/local/file_read.py:126;src/sandbox/tools/local/file_read.py:75;src/workspace/isolation.py:289,config.temporal.web_real_agent_enabled;resource_prep injected;self._file_tools_enabled and ctx.get('channel_type') == 'web';valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_adapters/gotenberg.py,src/file_adapters/gotenberg.py,R1,src/file_adapters/gotenberg.py::GotenbergConversionProvider,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::init_dependencies -> src/file_adapters/gotenberg.py::GotenbergConversionProvider,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:746;src/orchestration/worker.py:855,file_capability.upload_enabled && file_capability.transform_enabled;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_adapters/markitdown.py,src/file_adapters/markitdown.py,R1,src/file_adapters/markitdown.py::MarkItDownFastTextViewProvider,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/orchestration/web_activities.py::execute_agent_activity -> src/agent_execution/web_host.py::WebExecutionHost.execute -> src/workspace/isolation.py::SessionResourceRecoveryService.lease_for_run -> src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox -> src/sandbox/tools/local/file_read.py::create_file_read_tools -> src/sandbox/tools/local/file_read.py::default_file_adapter_registry -> src/file_adapters/markitdown.py::MarkItDownFastTextViewProvider,src/Dockerfile:51;docker-compose.yaml:410;src/agent_execution/web_host.py:123;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_activities.py:127;src/orchestration/worker.py:344;src/orchestration/worker.py:931;src/sandbox/sandbox_manager.py:187;src/sandbox/tools/local/file_read.py:126;src/sandbox/tools/local/file_read.py:70;src/workspace/isolation.py:289,config.temporal.web_real_agent_enabled;resource_prep injected;self._file_tools_enabled and ctx.get('channel_type') == 'web';valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_adapters/pdf.py,src/file_adapters/pdf.py,R1,src/file_adapters/pdf.py::PdfAdapter,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/orchestration/web_activities.py::execute_agent_activity -> src/agent_execution/web_host.py::WebExecutionHost.execute -> src/workspace/isolation.py::SessionResourceRecoveryService.lease_for_run -> src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox -> src/sandbox/tools/local/file_read.py::create_file_read_tools -> src/sandbox/tools/local/file_read.py::default_file_adapter_registry -> src/file_adapters/pdf.py::PdfAdapter,src/Dockerfile:51;docker-compose.yaml:410;src/agent_execution/web_host.py:123;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_activities.py:127;src/orchestration/worker.py:344;src/orchestration/worker.py:931;src/sandbox/sandbox_manager.py:187;src/sandbox/tools/local/file_read.py:126;src/sandbox/tools/local/file_read.py:73;src/workspace/isolation.py:289,config.temporal.web_real_agent_enabled;resource_prep injected;self._file_tools_enabled and ctx.get('channel_type') == 'web';valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_adapters/pptx.py,src/file_adapters/pptx.py,R1,src/file_adapters/pptx.py::PptxAdapter,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/orchestration/web_activities.py::execute_agent_activity -> src/agent_execution/web_host.py::WebExecutionHost.execute -> src/workspace/isolation.py::SessionResourceRecoveryService.lease_for_run -> src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox -> src/sandbox/tools/local/file_read.py::create_file_read_tools -> src/sandbox/tools/local/file_read.py::default_file_adapter_registry -> src/file_adapters/pptx.py::PptxAdapter,src/Dockerfile:51;docker-compose.yaml:410;src/agent_execution/web_host.py:123;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_activities.py:127;src/orchestration/worker.py:344;src/orchestration/worker.py:931;src/sandbox/sandbox_manager.py:187;src/sandbox/tools/local/file_read.py:126;src/sandbox/tools/local/file_read.py:85;src/workspace/isolation.py:289,config.temporal.web_real_agent_enabled;resource_prep injected;self._file_tools_enabled and ctx.get('channel_type') == 'web';valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_adapters/writers.py,src/file_adapters/writers.py,R1,src/file_adapters/writers.py::DocxWriter,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/orchestration/web_activities.py::execute_agent_activity -> src/agent_execution/web_host.py::WebExecutionHost.execute -> src/workspace/isolation.py::SessionResourceRecoveryService.lease_for_run -> src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox -> src/sandbox/tools/local/file_write.py::create_file_write_tools -> src/sandbox/tools/local/file_write.py::create_file_write_tools.create_docx -> src/file_adapters/writers.py::DocxWriter,src/Dockerfile:51;docker-compose.yaml:410;src/agent_execution/web_host.py:123;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_activities.py:127;src/orchestration/worker.py:344;src/orchestration/worker.py:931;src/sandbox/sandbox_manager.py:195;src/sandbox/tools/local/file_write.py:140;src/sandbox/tools/local/file_write.py:302;src/workspace/isolation.py:289,Web file tools enabled; selected tool=create_docx;config.temporal.web_real_agent_enabled;resource_prep injected;self._file_tools_enabled and ctx.get('channel_type') == 'web' && self._file_output_publisher is not None;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_adapters/xlsx.py,src/file_adapters/xlsx.py,R1,src/file_adapters/xlsx.py::XlsxAdapter,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/orchestration/web_activities.py::execute_agent_activity -> src/agent_execution/web_host.py::WebExecutionHost.execute -> src/workspace/isolation.py::SessionResourceRecoveryService.lease_for_run -> src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox -> src/sandbox/tools/local/file_read.py::create_file_read_tools -> src/sandbox/tools/local/file_read.py::default_file_adapter_registry -> src/file_adapters/xlsx.py::XlsxAdapter,src/Dockerfile:51;docker-compose.yaml:410;src/agent_execution/web_host.py:123;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_activities.py:127;src/orchestration/worker.py:344;src/orchestration/worker.py:931;src/sandbox/sandbox_manager.py:187;src/sandbox/tools/local/file_read.py:126;src/sandbox/tools/local/file_read.py:80;src/workspace/isolation.py:289,config.temporal.web_real_agent_enabled;resource_prep injected;self._file_tools_enabled and ctx.get('channel_type') == 'web';valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_domain/approvals.py,src/file_domain/approvals.py,R2,src/file_domain/approvals.py::FileActionApprovalService,DEPLOY:hpagent-api -> src/web_api/__main__.py::main -> src/web_api/app.py::create_app -> src/web_api/app.py::create_app.lifespan -> src/file_domain/approvals.py::FileActionApprovalService,src/Dockerfile.web-api:10;docker-compose.yaml:635;src/web_api/__main__.py:21;src/web_api/app.py:300;src/web_api/app.py:370,ASGI application startup;valid WebSettings / database,HIGH
PROOF:src/file_domain/models.py,src/file_domain/models.py,R6,src/file_domain/models.py::FileResource,DEPLOY:hpagent-document-worker -> src/orchestration/document_worker.py::main -> src/orchestration/document_worker.py::main_async -> src/orchestration/document_worker.py::build_document_worker -> src/document_activities/runtime.py::DocumentActivities.normalize_document -> src/document_activities/runtime.py::DocumentActivities._normalize -> src/file_runtime/resolver.py::FileResourceResolver.resolve -> src/file_domain/models.py::FileResource,src/Dockerfile.document:20;docker-compose.yaml:584;src/document_activities/runtime.py:160;src/document_activities/runtime.py:73;src/file_runtime/resolver.py:41;src/orchestration/document_worker.py:24;src/orchestration/document_worker.py:43;src/orchestration/document_worker.py:52,caller branch holds;database / Temporal / document image; heavy-normalization request,MEDIUM
PROOF:src/file_domain/persistence.py,src/file_domain/persistence.py,R6,src/file_domain/persistence.py::NormalizedDocumentRepository,DEPLOY:hpagent-document-worker -> src/orchestration/document_worker.py::main -> src/orchestration/document_worker.py::main_async -> src/document_activities/runtime.py::DocumentActivities -> src/document_activities/runtime.py::DocumentActivities.__init__ -> src/file_domain/persistence.py::NormalizedDocumentRepository,src/Dockerfile.document:20;docker-compose.yaml:584;src/document_activities/runtime.py:22;src/document_activities/runtime.py:27;src/orchestration/document_worker.py:39;src/orchestration/document_worker.py:52,database / Temporal / document image; heavy-normalization request,HIGH
PROOF:src/file_domain/persistent.py,src/file_domain/persistent.py,R2,src/file_domain/persistent.py::PersistentFileRepository,DEPLOY:hpagent-api -> src/web_api/__main__.py::main -> src/web_api/app.py::create_app -> src/web_api/app.py::create_app.lifespan -> src/file_domain/persistent.py::PersistentFileRepository,src/Dockerfile.web-api:10;docker-compose.yaml:635;src/web_api/__main__.py:21;src/web_api/app.py:301;src/web_api/app.py:370,ASGI application startup;valid WebSettings / database,HIGH
PROOF:src/file_domain/serialization.py,src/file_domain/serialization.py,R6,src/file_domain/serialization.py::normalized_document_to_dict,DEPLOY:hpagent-document-worker -> src/orchestration/document_worker.py::main -> src/orchestration/document_worker.py::main_async -> src/orchestration/document_worker.py::build_document_worker -> src/document_activities/runtime.py::DocumentActivities.normalize_document -> src/document_activities/runtime.py::DocumentActivities._normalize -> src/file_domain/serialization.py::normalized_document_to_dict,src/Dockerfile.document:20;docker-compose.yaml:584;src/document_activities/runtime.py:160;src/document_activities/runtime.py:75;src/orchestration/document_worker.py:24;src/orchestration/document_worker.py:43;src/orchestration/document_worker.py:52,database / Temporal / document image; heavy-normalization request,MEDIUM
PROOF:src/file_runtime/output.py,src/file_runtime/output.py,R1,src/file_runtime/output.py::OutputPublisher,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::init_dependencies -> src/file_runtime/output.py::OutputPublisher,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:737;src/orchestration/worker.py:855,file_capability.upload_enabled;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_runtime/registry.py,src/file_runtime/registry.py,R1,src/file_runtime/registry.py::FileAdapterRegistry,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/orchestration/web_activities.py::execute_agent_activity -> src/agent_execution/web_host.py::WebExecutionHost.execute -> src/workspace/isolation.py::SessionResourceRecoveryService.lease_for_run -> src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox -> src/sandbox/tools/local/file_read.py::create_file_read_tools -> src/sandbox/tools/local/file_read.py::default_file_adapter_registry -> src/file_runtime/registry.py::FileAdapterRegistry,src/Dockerfile:51;docker-compose.yaml:410;src/agent_execution/web_host.py:123;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_activities.py:127;src/orchestration/worker.py:344;src/orchestration/worker.py:931;src/sandbox/sandbox_manager.py:187;src/sandbox/tools/local/file_read.py:126;src/sandbox/tools/local/file_read.py:68;src/workspace/isolation.py:289,config.temporal.web_real_agent_enabled;resource_prep injected;self._file_tools_enabled and ctx.get('channel_type') == 'web';valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_runtime/research_output.py,src/file_runtime/research_output.py,R1,src/file_runtime/research_output.py::ResearchMarkdownPublisher,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/file_runtime/research_output.py::ResearchMarkdownPublisher,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:286;src/orchestration/worker.py:931,config.temporal.web_real_agent_enabled;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/file_runtime/resolver.py,src/file_runtime/resolver.py,R6,src/file_runtime/resolver.py::FileResourceResolver,DEPLOY:hpagent-document-worker -> src/orchestration/document_worker.py::main -> src/orchestration/document_worker.py::main_async -> src/orchestration/document_worker.py::build_document_worker -> src/document_activities/runtime.py::DocumentActivities.normalize_document -> src/document_activities/runtime.py::DocumentActivities._normalize -> src/file_runtime/resolver.py::FileResourceResolver,src/Dockerfile.document:20;docker-compose.yaml:584;src/document_activities/runtime.py:160;src/document_activities/runtime.py:73;src/orchestration/document_worker.py:24;src/orchestration/document_worker.py:43;src/orchestration/document_worker.py:52,database / Temporal / document image; heavy-normalization request,MEDIUM
PROOF:src/file_runtime/routing.py,src/file_runtime/routing.py,R1,src/file_runtime/routing.py::TemporalDocumentRouter,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/file_runtime/routing.py::TemporalDocumentRouter,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:195;src/orchestration/worker.py:931,config.temporal.web_real_agent_enabled;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/harness/activities.py,src/harness/activities.py,R1,src/harness/activities.py::inject_services,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/harness/activities.py::inject_services,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:857,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/harness/context_builder.py,src/harness/context_builder.py,R1,src/harness/context_builder.py::HarnessContextBuilder,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::init_dependencies -> src/harness/context_builder.py::HarnessContextBuilder,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:796;src/orchestration/worker.py:855,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/harness/prompts.py,src/harness/prompts.py,R1,src/harness/prompts.py::PromptLoader,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::init_dependencies -> src/harness/prompts.py::PromptLoader,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:774;src/orchestration/worker.py:855,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/main.py,src/main.py,R1,src/main.py::main,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/memory/group_context.py,src/memory/group_context.py,R1,src/memory/group_context.py::GroupContextStore,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::init_dependencies -> src/memory/group_context.py::GroupContextStore,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:680;src/orchestration/worker.py:855,redis_client;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/memory/hindsight_client.py,src/memory/hindsight_client.py,R1,src/memory/hindsight_client.py::HindsightClient,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::init_dependencies -> src/memory/hindsight_client.py::HindsightClient,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:781;src/orchestration/worker.py:855,config.hindsight.enabled;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/orchestration/artifact_activities.py,src/orchestration/artifact_activities.py,R1,src/orchestration/artifact_activities.py::inject_artifact_build_service,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/orchestration/artifact_activities.py::inject_artifact_build_service,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:315;src/orchestration/worker.py:931,config.temporal.web_real_agent_enabled;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/orchestration/artifact_dispatcher.py,src/orchestration/artifact_dispatcher.py,R1,src/orchestration/artifact_dispatcher.py::ArtifactOutboxDispatcher,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/orchestration/artifact_dispatcher.py::ArtifactOutboxDispatcher,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:382;src/orchestration/worker.py:931,config.temporal.web_real_agent_enabled;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/orchestration/artifact_workflow.py,src/orchestration/artifact_workflow.py,R1,src/orchestration/artifact_workflow.py::ArtifactBuildWorkflow,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> ROOT:WEB_LIFECYCLE -> src/orchestration/artifact_workflow.py::ArtifactBuildWorkflow,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_workers.py:175;src/orchestration/worker.py:930,WEB_REAL_AGENT_ENABLED;WEB_REAL_AGENT_ENABLED; definitions independent of durable start flag;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/orchestration/config.py,src/orchestration/config.py,R1,src/orchestration/config.py::AppConfig.from_yaml,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/config.py::AppConfig.from_yaml,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:60;src/main.py:80,valid config; agent.mode=single; selected channel,MEDIUM
PROOF:src/orchestration/document_worker.py,src/orchestration/document_worker.py,R6,src/orchestration/document_worker.py::main,DEPLOY:hpagent-document-worker -> src/orchestration/document_worker.py::main,src/Dockerfile.document:20;docker-compose.yaml:584,database / Temporal / document image; heavy-normalization request,HIGH
PROOF:src/orchestration/document_workflow.py,src/orchestration/document_workflow.py,R1,src/orchestration/document_workflow.py::NormalizeDocumentWorkflow,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> ROOT:WEB_LIFECYCLE -> src/orchestration/document_workflow.py::NormalizeDocumentWorkflow,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_workers.py:176;src/orchestration/worker.py:930,WEB_REAL_AGENT_ENABLED;WEB_REAL_AGENT_ENABLED; definitions independent of durable start flag;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/orchestration/durable_web_workflow.py,src/orchestration/durable_web_workflow.py,R1,src/orchestration/durable_web_workflow.py::DurableWebRunWorkflow,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> ROOT:WEB_LIFECYCLE -> src/orchestration/durable_web_workflow.py::DurableWebRunWorkflow,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_workers.py:172;src/orchestration/worker.py:930,WEB_REAL_AGENT_ENABLED;WEB_REAL_AGENT_ENABLED; definitions independent of durable start flag;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/orchestration/memory_retention_worker.py,src/orchestration/memory_retention_worker.py,R1,src/orchestration/memory_retention_worker.py::run_memory_retention_loop,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::_build_web_background_tasks -> src/orchestration/memory_retention_worker.py::run_memory_retention_loop,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:1047;src/orchestration/worker.py:440,valid config; agent.mode=single; selected channel;web_memory_retention is not None;web_workers is not None and web_dispatcher is not None and (web_reconciler is not None),HIGH
PROOF:src/orchestration/research_schedule.py,src/orchestration/research_schedule.py,R1,src/orchestration/research_schedule.py::ResearchScheduleManager,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/research_schedule.py::ResearchScheduleManager,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:941,config.temporal.web_real_agent_enabled;valid config; agent.mode=single; selected channel,HIGH
