entity,kind,resource,evidence,scope
src/file_domain/persistent.py::PersistentFileRepository.advance,SQL_READ,postgresql:persistent_file_destinations,src/file_domain/persistent.py:111,DIRECT_SQL_LITERAL
src/file_runtime/output.py::OutputPublisher.publish,SQL_WRITE,postgresql:run_files,src/file_runtime/output.py:85,DIRECT_SQL_LITERAL
src/file_runtime/output.py::OutputPublisher._existing_in_uow,SQL_READ,postgresql:run_files,src/file_runtime/output.py:125,DIRECT_SQL_LITERAL
src/file_runtime/output.py::OutputPublisher._existing_in_uow,SQL_READ,postgresql:stored_files,src/file_runtime/output.py:125,DIRECT_SQL_LITERAL
src/file_runtime/output.py::OutputPublisher.publish,SQL_READ,postgresql:runs,src/file_runtime/output.py:61,DIRECT_SQL_LITERAL
src/file_runtime/output.py::OutputPublisher.publish,SQL_WRITE,postgresql:stored_files,src/file_runtime/output.py:76,DIRECT_SQL_LITERAL
src/file_runtime/output.py::OutputPublisher.publish,SQL_READ,postgresql:stored_files,src/file_runtime/output.py:91,DIRECT_SQL_LITERAL
src/orchestration/research_schedule.py::ResearchScheduleManager._mark_applied,SQL_WRITE,postgresql:tasks,src/orchestration/research_schedule.py:51,DIRECT_SQL_LITERAL
src/orchestration/research_schedule.py::ResearchScheduleManager._pending,SQL_READ,postgresql:tasks,src/orchestration/research_schedule.py:41,DIRECT_SQL_LITERAL
src/persistence/migrate.py::migrate,SQL_READ,postgresql:hpagent.schema_migrations,src/persistence/migrate.py:31,LEXICAL_EFFECT_CANDIDATE
src/persistence/migrate.py::migrate,SQL_WRITE,postgresql:hpagent.schema_migrations,src/persistence/migrate.py:38,LEXICAL_EFFECT_CANDIDATE
src/persistence/migrate.py::migrate,SQL_WRITE,postgresql:hpagent.schema_migrations,src/persistence/migrate.py:44,LEXICAL_EFFECT_CANDIDATE
src/persistence/repositories.py::ConversationRepository.create,SQL_WRITE,postgresql:conversations,src/persistence/repositories.py:50,DIRECT_SQL_LITERAL
src/persistence/repositories.py::MessageRepository.insert_user,SQL_WRITE,postgresql:messages,src/persistence/repositories.py:88,DIRECT_SQL_LITERAL
src/persistence/repositories.py::MessageRepository.insert_assistant,SQL_WRITE,postgresql:messages,src/persistence/repositories.py:98,DIRECT_SQL_LITERAL
src/persistence/repositories.py::MessageRepository.set_terminal,SQL_WRITE,postgresql:messages,src/persistence/repositories.py:107,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.insert,SQL_WRITE,postgresql:runs,src/persistence/repositories.py:176,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.set_cancelling,SQL_WRITE,postgresql:runs,src/persistence/repositories.py:185,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.set_terminal,SQL_WRITE,postgresql:runs,src/persistence/repositories.py:195,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.insert_upload,SQL_WRITE,postgresql:stored_files,src/persistence/repositories.py:223,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.mark_rejected,SQL_WRITE,postgresql:stored_files,src/persistence/repositories.py:254,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.copy_retry_inputs,SQL_WRITE,postgresql:run_files,src/persistence/repositories.py:322,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.copy_retry_inputs,SQL_READ,postgresql:run_files,src/persistence/repositories.py:322,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunBudgetRepository.create_snapshot,SQL_WRITE,postgresql:run_budgets,src/persistence/repositories.py:352,DIRECT_SQL_LITERAL
src/persistence/repositories.py::SessionRepository.get_or_create_active,SQL_WRITE,postgresql:sessions,src/persistence/repositories.py:388,DIRECT_SQL_LITERAL
src/persistence/repositories.py::SessionRepository.create_successor,SQL_WRITE,postgresql:sessions,src/persistence/repositories.py:418,DIRECT_SQL_LITERAL
src/persistence/repositories.py::IdempotencyRepository.complete,SQL_WRITE,postgresql:idempotency_commands,src/persistence/repositories.py:457,DIRECT_SQL_LITERAL
src/persistence/repositories.py::OutboxRepository.enqueue,SQL_WRITE,postgresql:outbox_events,src/persistence/repositories.py:470,DIRECT_SQL_LITERAL
src/persistence/repositories.py::OutboxRepository.recover_expired,SQL_WRITE,postgresql:outbox_events,src/persistence/repositories.py:498,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.mark_deleted_if_unbound,SQL_WRITE,postgresql:stored_files,src/persistence/repositories.py:275,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.bind_inputs,SQL_WRITE,postgresql:stored_files,src/persistence/repositories.py:301,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.bind_inputs,SQL_WRITE,postgresql:message_files,src/persistence/repositories.py:308,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.bind_inputs,SQL_WRITE,postgresql:run_files,src/persistence/repositories.py:313,DIRECT_SQL_LITERAL
src/persistence/repositories.py::ConversationRepository.lock_active,SQL_READ,postgresql:conversations,src/persistence/repositories.py:32,DIRECT_SQL_LITERAL
src/persistence/repositories.py::MessageRepository.find_initial_by_client_request,SQL_READ,postgresql:messages,src/persistence/repositories.py:72,DIRECT_SQL_LITERAL
src/persistence/repositories.py::MessageRepository.find_initial_by_client_request,SQL_READ,postgresql:runs,src/persistence/repositories.py:72,DIRECT_SQL_LITERAL
src/persistence/repositories.py::MessageRepository.find_initial_by_client_request,SQL_READ,postgresql:messages,src/persistence/repositories.py:72,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.discover_conversation,SQL_READ,postgresql:runs,src/persistence/repositories.py:148,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.direct_retry,SQL_READ,postgresql:runs,src/persistence/repositories.py:162,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.direct_retry,SQL_READ,postgresql:messages,src/persistence/repositories.py:162,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.mark_deleted_if_unbound,SQL_READ,postgresql:message_files,src/persistence/repositories.py:267,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.mark_deleted_if_unbound,SQL_READ,postgresql:run_files,src/persistence/repositories.py:267,DIRECT_SQL_LITERAL
src/persistence/repositories.py::SessionRepository.transition_active,SQL_WRITE,postgresql:sessions,src/persistence/repositories.py:400,DIRECT_SQL_LITERAL
src/persistence/repositories.py::IdempotencyRepository.claim,SQL_WRITE,postgresql:idempotency_commands,src/persistence/repositories.py:438,DIRECT_SQL_LITERAL
src/persistence/repositories.py::OutboxRepository.claim_batch,SQL_READ,postgresql:outbox_events,src/persistence/repositories.py:481,DIRECT_SQL_LITERAL
src/persistence/repositories.py::OutboxRepository.claim_batch,SQL_WRITE,postgresql:SKIP,src/persistence/repositories.py:481,LEXICAL_EFFECT_CANDIDATE
src/persistence/repositories.py::OutboxRepository.claim_batch,SQL_WRITE,postgresql:outbox_events,src/persistence/repositories.py:481,DIRECT_SQL_LITERAL
src/persistence/repositories.py::OutboxRepository.claim_batch,SQL_READ,postgresql:candidates,src/persistence/repositories.py:481,LEXICAL_EFFECT_CANDIDATE
src/persistence/repositories.py::OutboxRepository.lock_owned_event,SQL_READ,postgresql:outbox_events,src/persistence/repositories.py:516,DIRECT_SQL_LITERAL
src/persistence/repositories.py::OutboxRepository.discover_context,SQL_READ,postgresql:outbox_events,src/persistence/repositories.py:523,DIRECT_SQL_LITERAL
src/persistence/repositories.py::AccountRepository.is_active,SQL_READ,postgresql:accounts,src/persistence/repositories.py:15,DIRECT_SQL_LITERAL
src/persistence/repositories.py::MessageRepository.context_messages,SQL_READ,postgresql:messages,src/persistence/repositories.py:61,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.context_subject,SQL_READ,postgresql:runs,src/persistence/repositories.py:131,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.context_subject,SQL_READ,postgresql:conversations,src/persistence/repositories.py:131,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.context_subject,SQL_READ,postgresql:sessions,src/persistence/repositories.py:131,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.context_subject,SQL_READ,postgresql:messages,src/persistence/repositories.py:131,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.has_active,SQL_READ,postgresql:runs,src/persistence/repositories.py:155,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.list_ready_for_run,SQL_READ,postgresql:run_files,src/persistence/repositories.py:208,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.list_ready_for_run,SQL_READ,postgresql:stored_files,src/persistence/repositories.py:208,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.mark_ready,SQL_WRITE,postgresql:stored_files,src/persistence/repositories.py:244,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.lock_ready_inputs,SQL_READ,postgresql:stored_files,src/persistence/repositories.py:288,DIRECT_SQL_LITERAL
src/persistence/repositories.py::SessionRepository.get_active,SQL_READ,postgresql:sessions,src/persistence/repositories.py:365,DIRECT_SQL_LITERAL
src/persistence/repositories.py::SessionRepository.get_or_create_active,SQL_READ,postgresql:sessions,src/persistence/repositories.py:383,DIRECT_SQL_LITERAL
src/persistence/repositories.py::SessionRepository.create_successor,SQL_READ,postgresql:sessions,src/persistence/repositories.py:413,DIRECT_SQL_LITERAL
src/persistence/repositories.py::WorkflowExecutionRepository.has_current,SQL_READ,postgresql:workflow_executions,src/persistence/repositories.py:428,DIRECT_SQL_LITERAL
src/persistence/repositories.py::IdempotencyRepository.claim,SQL_READ,postgresql:idempotency_commands,src/persistence/repositories.py:447,DIRECT_SQL_LITERAL
src/persistence/repositories.py::OutboxRepository.mark_processed,SQL_WRITE,postgresql:outbox_events,src/persistence/repositories.py:508,DIRECT_SQL_LITERAL
src/persistence/repositories.py::OutboxRepository.mark_retryable_failure,SQL_WRITE,postgresql:outbox_events,src/persistence/repositories.py:533,DIRECT_SQL_LITERAL
src/persistence/repositories.py::OutboxRepository.mark_dead_letter,SQL_WRITE,postgresql:outbox_events,src/persistence/repositories.py:545,DIRECT_SQL_LITERAL
src/persistence/repositories.py::ConversationRepository.get_for_account,SQL_READ,postgresql:conversations,src/persistence/repositories.py:26,DIRECT_SQL_LITERAL
src/persistence/repositories.py::ConversationRepository.allocate_messages,SQL_WRITE,postgresql:conversations,src/persistence/repositories.py:41,DIRECT_SQL_LITERAL
src/persistence/repositories.py::RunRepository.get_for_account,SQL_READ,postgresql:runs,src/persistence/repositories.py:118,DIRECT_SQL_LITERAL
src/persistence/repositories.py::FileRepository.get_for_account,SQL_READ,postgresql:stored_files,src/persistence/repositories.py:235,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._rank,SQL_WRITE,postgresql:source_records,src/research_activities/runtime.py:357,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._complete,SQL_WRITE,postgresql:workflow_executions,src/research_activities/runtime.py:755,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._fail,SQL_WRITE,postgresql:workflow_executions,src/research_activities/runtime.py:794,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._prepare,SQL_WRITE,postgresql:runs,src/research_activities/runtime.py:212,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._complete,SQL_WRITE,postgresql:runs,src/research_activities/runtime.py:749,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._fail,SQL_WRITE,postgresql:runs,src/research_activities/runtime.py:786,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._budget_ledger_entry,SQL_READ,postgresql:run_usage_ledger,src/research_activities/runtime.py:136,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._prepare,SQL_READ,postgresql:runs,src/research_activities/runtime.py:206,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._create_plan,SQL_READ,postgresql:tasks,src/research_activities/runtime.py:245,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._create_plan,SQL_READ,postgresql:runs,src/research_activities/runtime.py:245,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._extract_evidence,SQL_READ,postgresql:source_records,src/research_activities/runtime.py:486,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._extract_evidence,SQL_READ,postgresql:source_contents,src/research_activities/runtime.py:486,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._extract_evidence,SQL_READ,postgresql:evidence_items,src/research_activities/runtime.py:486,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._assess_corroboration,SQL_READ,postgresql:evidence_items,src/research_activities/runtime.py:542,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._analyze_gaps,SQL_READ,postgresql:evidence_items,src/research_activities/runtime.py:567,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._publish,SQL_READ,postgresql:runs,src/research_activities/runtime.py:685,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._publish,SQL_READ,postgresql:tasks,src/research_activities/runtime.py:685,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._publish,SQL_READ,postgresql:research_claims,src/research_activities/runtime.py:689,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._publish,SQL_READ,postgresql:research_citations,src/research_activities/runtime.py:689,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._publish,SQL_READ,postgresql:evidence_items,src/research_activities/runtime.py:689,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._publish,SQL_READ,postgresql:source_records,src/research_activities/runtime.py:689,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._complete,SQL_READ,postgresql:runs,src/research_activities/runtime.py:738,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._fail,SQL_READ,postgresql:runs,src/research_activities/runtime.py:775,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._discover,SQL_READ,postgresql:source_records,src/research_activities/runtime.py:300,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._discover,SQL_READ,postgresql:source_records,src/research_activities/runtime.py:306,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._rank,SQL_READ,postgresql:source_records,src/research_activities/runtime.py:365,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._fetch,SQL_READ,postgresql:source_records,src/research_activities/runtime.py:384,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._normalized_count,SQL_READ,postgresql:source_records,src/research_activities/runtime.py:464,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._extract_evidence,SQL_READ,postgresql:evidence_items,src/research_activities/runtime.py:522,DIRECT_SQL_LITERAL
src/research_activities/runtime.py::ResearchActivities._synthesize,SQL_READ,postgresql:research_claims,src/research_activities/runtime.py:604,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::TaskRepository.insert,SQL_WRITE,postgresql:tasks,src/research_domain/persistence.py:36,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::TaskRepository.mark_triggered,SQL_WRITE,postgresql:tasks,src/research_domain/persistence.py:55,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.create_plan,SQL_WRITE,postgresql:research_plans,src/research_domain/persistence.py:91,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.store_content,SQL_WRITE,postgresql:source_contents,src/research_domain/persistence.py:193,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.store_content,SQL_WRITE,postgresql:source_records,src/research_domain/persistence.py:198,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.mark_fetch_failed,SQL_WRITE,postgresql:source_records,src/research_domain/persistence.py:220,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.save_stage_result,SQL_WRITE,postgresql:research_stage_results,src/research_domain/persistence.py:268,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.start_iteration,SQL_WRITE,postgresql:research_iterations,src/research_domain/persistence.py:275,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.save_corroboration,SQL_WRITE,postgresql:research_iterations,src/research_domain/persistence.py:284,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.save_gap_analysis,SQL_WRITE,postgresql:research_iterations,src/research_domain/persistence.py:299,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.save_report,SQL_WRITE,postgresql:research_reports,src/research_domain/persistence.py:321,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.verify_citations,SQL_WRITE,postgresql:research_reports,src/research_domain/persistence.py:420,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.compare_previous_report,SQL_WRITE,postgresql:research_reports,src/research_domain/persistence.py:518,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.store_content,SQL_WRITE,postgresql:source_records,src/research_domain/persistence.py:186,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.save_report,SQL_WRITE,postgresql:research_claims,src/research_domain/persistence.py:331,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.verify_citations,SQL_WRITE,postgresql:research_citations,src/research_domain/persistence.py:397,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.verify_citations,SQL_WRITE,postgresql:research_claims,src/research_domain/persistence.py:416,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.load_plan,SQL_READ,postgresql:research_plans,src/research_domain/persistence.py:98,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.load_plan,SQL_READ,postgresql:tasks,src/research_domain/persistence.py:98,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.store_content,SQL_READ,postgresql:source_records,src/research_domain/persistence.py:174,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.store_content,SQL_READ,postgresql:source_records,src/research_domain/persistence.py:179,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.add_evidence,SQL_WRITE,postgresql:evidence_items,src/research_domain/persistence.py:237,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.stage_result,SQL_READ,postgresql:research_stage_results,src/research_domain/persistence.py:255,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.load_report,SQL_READ,postgresql:research_reports,src/research_domain/persistence.py:316,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.save_report,SQL_WRITE,postgresql:research_citations,src/research_domain/persistence.py:345,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.verify_citations,SQL_READ,postgresql:research_citations,src/research_domain/persistence.py:360,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.verify_citations,SQL_READ,postgresql:evidence_items,src/research_domain/persistence.py:360,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.verify_citations,SQL_READ,postgresql:research_claims,src/research_domain/persistence.py:360,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.verify_citations,SQL_READ,postgresql:source_records,src/research_domain/persistence.py:360,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.verify_citations,SQL_READ,postgresql:source_contents,src/research_domain/persistence.py:360,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.verify_citations,SQL_READ,postgresql:research_claims,src/research_domain/persistence.py:403,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.compare_previous_report,SQL_READ,postgresql:runs,src/research_domain/persistence.py:431,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.compare_previous_report,SQL_READ,postgresql:research_reports,src/research_domain/persistence.py:436,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.compare_previous_report,SQL_READ,postgresql:runs,src/research_domain/persistence.py:436,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::TaskRepository.lock_active,SQL_READ,postgresql:tasks,src/research_domain/persistence.py:48,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::TaskRepository.update_schedule,SQL_WRITE,postgresql:tasks,src/research_domain/persistence.py:73,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.create_plan,SQL_READ,postgresql:runs,src/research_domain/persistence.py:87,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.add_candidates,SQL_READ,postgresql:runs,src/research_domain/persistence.py:116,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.add_candidates,SQL_WRITE,postgresql:source_records,src/research_domain/persistence.py:124,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.evidence_sources,SQL_READ,postgresql:source_records,src/research_domain/persistence.py:228,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.evidence_sources,SQL_READ,postgresql:source_contents,src/research_domain/persistence.py:228,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.evidence_for_synthesis,SQL_READ,postgresql:evidence_items,src/research_domain/persistence.py:307,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.evidence_for_synthesis,SQL_READ,postgresql:source_records,src/research_domain/persistence.py:307,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.compare_previous_report.snapshot,SQL_READ,postgresql:research_claims,src/research_domain/persistence.py:444,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.compare_previous_report.snapshot,SQL_READ,postgresql:research_citations,src/research_domain/persistence.py:444,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.compare_previous_report.snapshot,SQL_READ,postgresql:evidence_items,src/research_domain/persistence.py:444,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.compare_previous_report.snapshot,SQL_READ,postgresql:source_records,src/research_domain/persistence.py:444,DIRECT_SQL_LITERAL
src/research_domain/persistence.py::ResearchRepository.fetch_candidates,SQL_READ,postgresql:source_records,src/research_domain/persistence.py:158,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.trigger_task,SQL_WRITE,postgresql:runs,src/research_domain/services.py:126,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.trigger_task,SQL_WRITE,postgresql:runs,src/research_domain/services.py:151,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.trigger_task,SQL_READ,postgresql:runs,src/research_domain/services.py:115,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.get_run,SQL_READ,postgresql:runs,src/research_domain/services.py:256,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.get_run,SQL_READ,postgresql:research_reports,src/research_domain/services.py:256,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.list_evidence,SQL_READ,postgresql:evidence_items,src/research_domain/services.py:279,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.list_evidence,SQL_READ,postgresql:source_records,src/research_domain/services.py:279,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.list_evidence,SQL_READ,postgresql:runs,src/research_domain/services.py:279,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.get_report,SQL_READ,postgresql:research_reports,src/research_domain/services.py:303,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.get_report,SQL_READ,postgresql:runs,src/research_domain/services.py:303,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.trigger_task,SQL_READ,postgresql:runs,src/research_domain/services.py:137,DIRECT_SQL_LITERAL
src/research_domain/services.py::ResearchTaskCommandService.list_evidence,SQL_READ,postgresql:runs,src/research_domain/services.py:289,DIRECT_SQL_LITERAL
src/session/db.py::WorkspaceDB.upsert_user,SQL_WRITE,sqlite:users,src/session/db.py:71,DIRECT_SQL_LITERAL
src/session/db.py::WorkspaceDB.insert_session,SQL_WRITE,sqlite:sessions,src/session/db.py:87,DIRECT_SQL_LITERAL
src/session/db.py::WorkspaceDB.complete_session,SQL_WRITE,sqlite:sessions,src/session/db.py:147,DIRECT_SQL_LITERAL
src/session/db.py::WorkspaceDB.get_session,SQL_READ,sqlite:sessions,src/session/db.py:117,DIRECT_SQL_LITERAL
src/web_api/auth.py::AuthService.login,SQL_WRITE,postgresql:web_auth_sessions,src/web_api/auth.py:81,DIRECT_SQL_LITERAL
src/web_api/auth.py::AuthService.login,SQL_WRITE,postgresql:web_auth_sessions,src/web_api/auth.py:91,DIRECT_SQL_LITERAL
src/web_api/auth.py::AuthService.authenticate,SQL_WRITE,postgresql:web_auth_sessions,src/web_api/auth.py:138,DIRECT_SQL_LITERAL
src/web_api/auth.py::AuthService.revoke,SQL_WRITE,postgresql:web_auth_sessions,src/web_api/auth.py:156,DIRECT_SQL_LITERAL
src/web_api/auth.py::AuthService.login,SQL_READ,postgresql:identity_bindings,src/web_api/auth.py:71,DIRECT_SQL_LITERAL
src/web_api/auth.py::AuthService.login,SQL_READ,postgresql:accounts,src/web_api/auth.py:71,DIRECT_SQL_LITERAL
src/web_api/auth.py::AuthService.login,SQL_WRITE,postgresql:OF,src/web_api/auth.py:71,LEXICAL_EFFECT_CANDIDATE
src/web_api/auth.py::AuthService.authenticate,SQL_READ,postgresql:web_auth_sessions,src/web_api/auth.py:120,DIRECT_SQL_LITERAL
src/web_api/auth.py::AuthService.authenticate,SQL_READ,postgresql:accounts,src/web_api/auth.py:120,DIRECT_SQL_LITERAL
src/web_api/auth.py::AuthService.authenticate,SQL_READ,postgresql:identity_bindings,src/web_api/auth.py:120,DIRECT_SQL_LITERAL
src/web_api/auth.py::AuthService.authenticate,SQL_WRITE,postgresql:OF,src/web_api/auth.py:120,LEXICAL_EFFECT_CANDIDATE
src/web_api/fake_executor.py::FakeRunExecutor._handle,SQL_READ,postgresql:runs,src/web_api/fake_executor.py:81,DIRECT_SQL_LITERAL
src/web_api/fake_executor.py::FakeRunExecutor._stream_online,SQL_READ,postgresql:messages,src/web_api/fake_executor.py:121,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService._message_files,SQL_READ,postgresql:message_files,src/web_api/queries.py:344,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService._message_files,SQL_READ,postgresql:stored_files,src/web_api/queries.py:344,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService.get_conversation,SQL_READ,postgresql:conversations,src/web_api/queries.py:140,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService.get_conversation,SQL_READ,postgresql:runs,src/web_api/queries.py:147,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService.get_conversation,SQL_READ,postgresql:messages,src/web_api/queries.py:147,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService.list_messages,SQL_READ,postgresql:conversations,src/web_api/queries.py:232,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService.get_run,SQL_READ,postgresql:runs,src/web_api/queries.py:283,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService.get_run,SQL_READ,postgresql:messages,src/web_api/queries.py:283,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService.rename_conversation,SQL_WRITE,postgresql:conversations,src/web_api/queries.py:300,DIRECT_SQL_LITERAL
src/web_api/queries.py::QueryService.rename_conversation,SQL_READ,postgresql:conversations,src/web_api/queries.py:308,DIRECT_SQL_LITERAL
