entity_id,granularity,path,symbol,language,structural_parent,logical_owner,capability,responsibility,owns,provides_to,imports_out,imported_by,fan_out,fan_in,instantiated_by,called_by,runtime_roots,reachability_class,config_gates,docker_profiles,temporal_registration,dynamic_registration,data_reads,data_writes,external_dependencies,side_effects,test_refs,script_refs,doc_refs,fact_flags,evidence,confidence,unresolved_reason,loc,static_root_candidates,proof_id,entity_role,reachability_basis,transitive_data_reads,transitive_data_writes,state_effect_basis
file:src/application/conversation.py,file,src/application/conversation.py,,py,src/application,Application use cases,MULTIPLE,ConversationService —— 会话启动、复用和本地资源准备。,ConversationService;UnboundIdentity,src/application/ingress.py;src/orchestration/worker.py;test/test_unbound_identity.py;test/test_web_temporal_contract.py,external:__future__;external:logging;external:pathlib;external:temporalio.common;external:temporalio.exceptions;external:typing;external:uuid;src/common/types.py;src/session/workspace.py,src/application/ingress.py;src/orchestration/worker.py;test/test_unbound_identity.py;test/test_web_temporal_contract.py,9,4,src/orchestration/worker.py::start_worker@src/orchestration/worker.py:971;test/test_unbound_identity.py::_RaisingConversation.start_or_signal@test/test_unbound_identity.py:131;test/test_unbound_identity.py::_conversation_service@test/test_unbound_identity.py:67;test/test_unbound_identity.py::test_unbound_never_reaches_temporal@test/test_unbound_identity.py:106,src/application/ingress.py::MessageIngressService.handle@src/application/ingress.py:66;test/test_unbound_identity.py::test_unbound_never_reaches_temporal@test/test_unbound_identity.py:120,R1,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod,TEMPORAL_INVOKE:self._workflow.run@src/application/conversation.py:186;TEMPORAL_INVOKE:self._workflow.run@src/application/conversation.py:93,,,,temporalio.common;temporalio.exceptions,external SDK use; see call evidence,test/test_unbound_identity.py;test/test_web_temporal_contract.py,,,,src/application/conversation.py:1;src/application/conversation.py:25;src/application/conversation.py:41,MEDIUM,,247,R1;R5,PROOF:src/application/conversation.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,postgresql:accounts;postgresql:identity_bindings;postgresql:run_files;postgresql:runs;postgresql:stored_files;sqlite:sessions,postgresql:run_files;postgresql:stored_files;sqlite:sessions;sqlite:users,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/application/identity_commands.py,file,src/application/identity_commands.py,,py,src/application,Application use cases,MULTIPLE,Deterministic identity control-plane commands for QQ ingress.,IdentityCommandResult;IdentityCommandService,src/orchestration/worker.py;test/test_identity_command_interception.py,external:__future__;external:asyncio;external:dataclasses;external:re;src/account/identity.py;src/account/identity_binding_service.py;src/common/types.py,src/orchestration/worker.py;test/test_identity_command_interception.py,7,2,src/orchestration/worker.py::start_worker@src/orchestration/worker.py:988;test/test_identity_command_interception.py::test_binding_command_is_consumed_before_conversation_or_agent_path@test/test_identity_command_interception.py:64;test/test_identity_command_interception.py::test_non_binding_message_keeps_existing_ingress_path@test/test_identity_command_interception.py:85,,R1,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod,,,,,,,test/test_identity_command_interception.py,,,,src/application/identity_commands.py:1;src/application/identity_commands.py:21;src/application/identity_commands.py:26,MEDIUM,,54,R1;R5,PROOF:src/application/identity_commands.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,postgresql:accounts;postgresql:identity_binding_challenges;postgresql:identity_bindings;postgresql:web_credentials,postgresql:accounts;postgresql:identity_binding_challenges;postgresql:identity_bindings;postgresql:web_auth_sessions,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/application/ingress.py,file,src/application/ingress.py,,py,src/application,Application use cases,MULTIPLE,MessageIngressService —— 入站消息应用服务。,MessageIngressService,src/orchestration/worker.py;test/test_identity_command_interception.py;test/test_unbound_identity.py,external:__future__;external:logging;external:typing;src/account/postgres_account_service.py;src/application/conversation.py;src/common/types.py,src/orchestration/worker.py;test/test_identity_command_interception.py;test/test_unbound_identity.py,6,3,src/orchestration/worker.py::start_worker@src/orchestration/worker.py:984;test/test_identity_command_interception.py::test_binding_command_is_consumed_before_conversation_or_agent_path@test/test_identity_command_interception.py:61;test/test_identity_command_interception.py::test_non_binding_message_keeps_existing_ingress_path@test/test_identity_command_interception.py:83;test/test_unbound_identity.py::test_ingress_replies_unavailable_not_unbound_on_resolution_failure@test/test_unbound_identity.py:189;test/test_unbound_identity.py::test_ingress_sends_fixed_unbound_reply_and_logs_structured_warning@test/test_unbound_identity.py:147,src/orchestration/worker.py::start_worker.handle_message@src/orchestration/worker.py:998;test/test_identity_command_interception.py::test_binding_command_is_consumed_before_conversation_or_agent_path@test/test_identity_command_interception.py:72;test/test_identity_command_interception.py::test_non_binding_message_keeps_existing_ingress_path@test/test_identity_command_interception.py:91;test/test_unbound_identity.py::test_ingress_replies_unavailable_not_unbound_on_resolution_failure@test/test_unbound_identity.py:195;test/test_unbound_identity.py::test_ingress_sends_fixed_unbound_reply_and_logs_structured_warning@test/test_unbound_identity.py:153,R1,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod,,,,,,,test/test_identity_command_interception.py;test/test_unbound_identity.py,,,,src/application/ingress.py:1;src/application/ingress.py:27,MEDIUM,,165,R1;R5,PROOF:src/application/ingress.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,postgresql:accounts;postgresql:identity_bindings;postgresql:run_files;postgresql:runs;postgresql:stored_files;sqlite:sessions,postgresql:run_files;postgresql:stored_files;sqlite:sessions;sqlite:users,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/application/memory.py,file,src/application/memory.py,,py,src/application,Application use cases,MULTIPLE,Turn memory service.,TurnMemoryService,src/bootstrap/qq.py,external:__future__;external:typing;src/common/types.py;src/session/store.py,src/bootstrap/qq.py,4,1,src/bootstrap/qq.py::build_qq_runtime@src/bootstrap/qq.py:80,,R1;R5,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod;no compose service,,,,,,,,,,,src/application/memory.py:1;src/application/memory.py:16,MEDIUM,,235,R1;R5,PROOF:src/application/memory.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/application/memory_reflection.py,file,src/application/memory_reflection.py,,py,src/application,Application use cases,MULTIPLE,Scheduled long-term memory reflection service.,MemoryReflectionService,src/bootstrap/qq.py;test/test_application_services.py,external:__future__;external:typing,src/bootstrap/qq.py;test/test_application_services.py,2,2,src/bootstrap/qq.py::build_qq_runtime@src/bootstrap/qq.py:123;test/test_application_services.py::test_memory_reflection_batch_isolates_account_failures@test/test_application_services.py:27,src/harness/activities.py::reflect_activity@src/harness/activities.py:83,R1;R5,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod;no compose service,,,,,,,test/test_application_services.py,,,,src/application/memory_reflection.py:1;src/application/memory_reflection.py:7,MEDIUM,,22,R1;R5,PROOF:src/application/memory_reflection.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/application/memory_retention.py,file,src/application/memory_retention.py,,py,src/application,Application use cases,MULTIPLE,MemoryRetentionService —— Web completed Run → 单个 Hindsight document。,MemoryRetentionService;RetainOutcome,src/orchestration/worker.py;test/test_web_background_tasks.py;test/web_persistence/test_memory_retention.py,external:__future__;external:asyncio;external:dataclasses;external:logging;external:time;external:typing;external:uuid;src/common/logging.py;src/persistence/uow.py,src/orchestration/worker.py;test/test_web_background_tasks.py;test/web_persistence/test_memory_retention.py,9,3,src/orchestration/worker.py::compose_web_workers@src/orchestration/worker.py:378;test/test_web_background_tasks.py::_FakeMemoryRetention.retain_completed_run@test/test_web_background_tasks.py:97;test/web_persistence/test_memory_retention.py::test_cancelled_run_is_skipped_without_hindsight@test/web_persistence/test_memory_retention.py:83;test/web_persistence/test_memory_retention.py::test_cancelled_run_is_skipped_without_hindsight@test/web_persistence/test_memory_retention.py:87;test/web_persistence/test_memory_retention.py::test_failed_run_is_skipped_without_hindsight@test/web_persistence/test_memory_retention.py:67;test/web_persistence/test_memory_retention.py::test_failed_run_is_skipped_without_hindsight@test/web_persistence/test_memory_retention.py:71;test/web_persistence/test_memory_retention.py::test_hindsight_failure_leaves_run_completed_and_surfaces_accepted_false@test/web_persistence/test_memory_retention.py:101;test/web_persistence/test_memory_retention.py::test_load_completed_run_only_returns_completed@test/web_persistence/test_memory_retention.py:35,test/web_persistence/test_memory_retention.py::test_cancelled_run_is_skipped_without_hindsight@test/web_persistence/test_memory_retention.py:86;test/web_persistence/test_memory_retention.py::test_failed_run_is_skipped_without_hindsight@test/web_persistence/test_memory_retention.py:70;test/web_persistence/test_memory_retention.py::test_hindsight_failure_leaves_run_completed_and_surfaces_accepted_false@test/web_persistence/test_memory_retention.py:103;test/web_persistence/test_memory_retention.py::test_load_completed_run_only_returns_completed@test/web_persistence/test_memory_retention.py:39;test/web_persistence/test_memory_retention.py::test_load_completed_run_only_returns_completed@test/web_persistence/test_memory_retention.py:43,R1;R5,PROD_CONDITIONAL,config.temporal.web_real_agent_enabled;deps.hindsight_client is not None;valid config; agent.mode=single; selected channel,agent;web;web-prod;no compose service,,,messages@src/application/memory_retention.py:60;runs@src/application/memory_retention.py:60,,,,test/test_web_background_tasks.py;test/web_persistence/test_memory_retention.py,,,,src/application/memory_retention.py:1;src/application/memory_retention.py:26;src/application/memory_retention.py:39,MEDIUM,,146,R1;R5,PROOF:src/application/memory_retention.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,postgresql:messages;postgresql:runs,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/application/metrics.py,file,src/application/metrics.py,,py,src/application,Application use cases,MULTIPLE,Small metrics snapshot boundary used by the scheduled Activity.,MetricsSnapshotService,src/bootstrap/qq.py,external:__future__;external:typing,src/bootstrap/qq.py,2,1,src/bootstrap/qq.py::build_qq_runtime@src/bootstrap/qq.py:124,src/harness/activities.py::metrics_report_activity@src/harness/activities.py:95,R1;R5,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod;no compose service,,,,,,,,,,,src/application/metrics.py:1;src/application/metrics.py:7,MEDIUM,,12,R1;R5,PROOF:src/application/metrics.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/application/reply.py,file,src/application/reply.py,,py,src/application,Application use cases,MULTIPLE,ReplyService —— 统一负责对外发送回复和工具进度提示。,ReplyService,src/bootstrap/qq.py;test/test_qq_execution_compat.py,external:__future__;external:logging;external:pathlib;external:typing;external:yaml;src/channels/router.py;src/common/types.py,src/bootstrap/qq.py;test/test_qq_execution_compat.py,7,2,src/bootstrap/qq.py::build_qq_runtime@src/bootstrap/qq.py:82;test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior@test/test_qq_execution_compat.py:74;test/test_qq_execution_compat.py::test_ae_014_qq_channel_failure_does_not_raise_from_reply_service@test/test_qq_execution_compat.py:102,test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior@test/test_qq_execution_compat.py:82;test/test_qq_execution_compat.py::test_ae_014_qq_channel_failure_does_not_raise_from_reply_service@test/test_qq_execution_compat.py:105,R1;R5,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod;no compose service,,,,,,,test/test_qq_execution_compat.py,,,,src/application/reply.py:1;src/application/reply.py:23,MEDIUM,,193,R1;R5,PROOF:src/application/reply.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/application/session_archive.py,file,src/application/session_archive.py,,py,src/application,Application use cases,MULTIPLE,Session archival application service.,SessionArchiveService,src/bootstrap/qq.py;test/test_application_services.py,external:__future__;external:logging;external:time;external:typing;src/session/workspace.py,src/bootstrap/qq.py;test/test_application_services.py,5,2,src/bootstrap/qq.py::build_qq_runtime@src/bootstrap/qq.py:115;test/test_application_services.py::test_session_archive_preserves_write_cleanup_summary_order@test/test_application_services.py:67,src/harness/activities.py::archive_session_activity@src/harness/activities.py:72;test/test_application_services.py::test_session_archive_preserves_write_cleanup_summary_order@test/test_application_services.py:74,R1;R5,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod;no compose service,,,,failed@src/application/session_archive.py:111,,SQL_WRITE,test/test_application_services.py,,,,src/application/session_archive.py:1;src/application/session_archive.py:15,MEDIUM,,127,R1;R5,PROOF:src/application/session_archive.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/bootstrap/__init__.py,file,src/bootstrap/__init__.py,,py,src/bootstrap,Runtime composition,MULTIPLE,Runtime composition roots.,,,,,0,0,,,,UNKNOWN,,,,,,,,,,,,UNRESOLVED_DYNAMIC_EDGE,src/bootstrap/__init__.py:1,LOW,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,1,,,package_initializer_or_reexport,静态角色已确认；没有独立业务执行入口不等于无使用。保持 UNKNOWN 而不把 import 或类型声明升级为生产执行。,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/bootstrap/qq.py,file,src/bootstrap/qq.py,,py,src/bootstrap,Runtime composition,MULTIPLE,QQ surface and shared Agent execution composition.,QQRuntimeServices;build_qq_runtime,src/orchestration/worker.py,external:__future__;external:dataclasses;external:pathlib;external:typing;src/account/postgres_account_service.py;src/account/validation.py;src/actions/runtime.py;src/agent_execution/brain_action_loop.py;src/agent_execution/facade.py;src/agent_execution/qq_host.py;src/application/memory.py;src/application/memory_reflection.py;src/application/metrics.py;src/application/reply.py;src/application/session_archive.py;src/brain/engine.py;src/session/store.py;src/storage/file_store.py,src/orchestration/worker.py,18,1,,src/orchestration/worker.py::init_dependencies@src/orchestration/worker.py:810,R1;R5,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod;no compose service,,,,,,,,,README.md:39,,src/bootstrap/qq.py:1;src/bootstrap/qq.py:33;src/bootstrap/qq.py:44,MEDIUM,,125,R1;R5,PROOF:src/bootstrap/qq.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/brain/__init__.py,file,src/brain/__init__.py,,py,src/brain,Model decisions,P3,Brain-side model reasoning components.,,,src/brain/engine.py,,1,0,,,,UNKNOWN,,,,,,,,,,,,UNRESOLVED_DYNAMIC_EDGE,src/brain/__init__.py:1,LOW,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,5,,,package_initializer_or_reexport,静态角色已确认；没有独立业务执行入口不等于无使用。保持 UNKNOWN 而不把 import 或类型声明升级为生产执行。,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/brain/engine.py,file,src/brain/engine.py,,py,src/brain,Model decisions,P3,Brain engine for model-facing reasoning steps.,BrainEngine,src/agent_execution/brain_action_loop.py;src/bootstrap/qq.py;src/brain/__init__.py,external:__future__;external:logging;external:typing;src/agent/protocol.py;src/common/token_counter.py,src/agent_execution/brain_action_loop.py;src/bootstrap/qq.py;src/brain/__init__.py,5,3,src/bootstrap/qq.py::build_qq_runtime@src/bootstrap/qq.py:81,src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute@src/agent_execution/brain_action_loop.py:114;src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute@src/agent_execution/brain_action_loop.py:197;src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute@src/agent_execution/brain_action_loop.py:410,R1;R4;R5,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod;no compose service,,,,,,,,,,,src/brain/engine.py:1;src/brain/engine.py:19,MEDIUM,,192,R1;R5,PROOF:src/brain/engine.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/channels/__init__.py,file,src/channels/__init__.py,,py,src/channels,QQ transport,P1,Channels —— 渠道适配层，将不同消息平台的消息统一为 UnifiedMessage。,,,src/channels/base.py;src/channels/console.py;src/channels/napcat.py;src/channels/official_qq.py;src/channels/router.py,,5,0,,,,UNKNOWN,,,,,,,,,,,,UNRESOLVED_DYNAMIC_EDGE,src/channels/__init__.py:1,LOW,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,39,,,package_initializer_or_reexport,静态角色已确认；没有独立业务执行入口不等于无使用。保持 UNKNOWN 而不把 import 或类型声明升级为生产执行。,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/channels/base.py,file,src/channels/base.py,,py,src/channels,QQ transport,P1,BaseChannel —— 渠道抽象基类，定义所有消息渠道的通用接口。,BaseChannel,src/channels/__init__.py;src/channels/console.py;src/channels/napcat.py;src/channels/official_qq.py,external:abc;external:typing;src/common/interfaces.py;src/common/types.py,src/channels/__init__.py;src/channels/console.py;src/channels/napcat.py;src/channels/official_qq.py,4,4,,,,UNKNOWN,,,,,,,,,,,,UNRESOLVED_DYNAMIC_EDGE,src/channels/base.py:1;src/channels/base.py:32,LOW,当前证据图未证明入口→具体调用/注册的完整链；可能是协议、未解析 DI/回调或历史/外部入口，不能判为无用。,110,R1;R5,,source_module,,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/channels/console.py,file,src/channels/console.py,,py,src/channels,QQ transport,P1,ConsoleChannel —— 控制台协议渠道，通过标准输入输出与用户交互。,ConsoleChannel,src/channels/__init__.py,external:typing;src/channels/base.py;src/common/types.py,src/channels/__init__.py,3,1,,,,UNKNOWN,,,,,,,,,,,,ARCHITECTURE_DRIFT;UNRESOLVED_DYNAMIC_EDGE,src/channels/console.py:1;src/channels/console.py:25,LOW,当前证据图未证明入口→具体调用/注册的完整链；可能是协议、未解析 DI/回调或历史/外部入口，不能判为无用。,131,,,source_module,,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/channels/napcat.py,file,src/channels/napcat.py,,py,src/channels,QQ transport,P1,NapCatChannel —— NapCat QQ 协议通道，通过 WebSocket 连接 OneBot v11 客户端。,NapCatChannel;_build_message_content;_safe_str;_strip_cq_codes;_to_iso_timestamp,src/channels/__init__.py;src/orchestration/worker.py,external:asyncio;external:datetime;external:json;external:logging;external:re;external:typing;external:websockets;src/channels/base.py;src/common/types.py,src/channels/__init__.py;src/orchestration/worker.py,9,2,,src/orchestration/worker.py::start_worker@src/orchestration/worker.py:947,R1,PROD_CONDITIONAL,channels.enabled contains napcat;valid config; agent.mode=single; selected channel,agent;web;web-prod,,,,,,,,,,,src/channels/napcat.py:1;src/channels/napcat.py:124;src/channels/napcat.py:49;src/channels/napcat.py:54;src/channels/napcat.py:64;src/channels/napcat.py:75,MEDIUM,,543,R1;R5,PROOF:src/channels/napcat.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/channels/official_qq.py,file,src/channels/official_qq.py,,py,src/channels,QQ transport,P1,OfficialQQChannel —— 官方 QQ 机器人渠道，通过 WebSocket 连接 QQ Bot API v2。,OfficialQQChannel;_safe_str,src/channels/__init__.py;src/orchestration/worker.py,external:aiohttp;external:asyncio;external:json;external:logging;external:os;external:time;external:typing;external:websockets;src/channels/base.py;src/common/types.py,src/channels/__init__.py;src/orchestration/worker.py,10,2,,src/orchestration/worker.py::start_worker@src/orchestration/worker.py:948,R1,PROD_CONDITIONAL,QQ_OFFICIAL_APP_ID;QQ_OFFICIAL_CLIENT_SECRET;QQ_OFFICIAL_SANDBOX;channels.enabled contains official_qq;valid config; agent.mode=single; selected channel,agent;web;web-prod,,,,,,,,,,LARGE_HOTSPOT,src/channels/official_qq.py:1;src/channels/official_qq.py:113;src/channels/official_qq.py:124,MEDIUM,,905,R1;R5,PROOF:src/channels/official_qq.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/channels/router.py,file,src/channels/router.py,,py,src/channels,QQ transport,P1,ChannelRouter —— 渠道路由器，按 channel_type 将传出消息分发到正确的渠道实现。,ChannelRouter,src/application/reply.py;src/channels/__init__.py;src/orchestration/worker.py,external:typing;src/common/interfaces.py;src/common/types.py,src/application/reply.py;src/channels/__init__.py;src/orchestration/worker.py,3,3,src/orchestration/worker.py::init_dependencies@src/orchestration/worker.py:802,,R1;R5,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod;no compose service,,,,,,,,,,,src/channels/router.py:1;src/channels/router.py:33,MEDIUM,,77,R1;R5,PROOF:src/channels/router.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/common/__init__.py,file,src/common/__init__.py,,py,src/common,Shared contracts / telemetry,MULTIPLE,Common 层 —— 所有模块共享的基础类型、接口和错误。,,,src/common/errors.py;src/common/interfaces.py;src/common/types.py,,3,0,,,,UNKNOWN,,,,,,,,,,,,UNRESOLVED_DYNAMIC_EDGE,src/common/__init__.py:1,LOW,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,36,,,package_initializer_or_reexport,静态角色已确认；没有独立业务执行入口不等于无使用。保持 UNKNOWN 而不把 import 或类型声明升级为生产执行。,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/common/errors.py,file,src/common/errors.py,,py,src/common,Shared contracts / telemetry,MULTIPLE,统一错误体系 —— 所有业务异常的基础类型。,AgentError;ErrorCode;ModelAPIError;SandboxNotFoundError;SessionNotFoundError;ToolExecutionError;ToolNotFoundError;ValidationError,scripts/test-models.py;src/common/__init__.py;src/resources/model_client.py;src/resources/resource_pool.py;src/sandbox/sandbox_manager.py;test/test_run_budget.py,external:enum;external:typing,scripts/test-models.py;src/common/__init__.py;src/resources/model_client.py;src/resources/resource_pool.py;src/sandbox/sandbox_manager.py;test/test_run_budget.py,2,6,src/resources/model_client.py::ModelClient.generate@src/resources/model_client.py:163;src/resources/model_client.py::ModelClient.generate@src/resources/model_client.py:168;src/resources/resource_pool.py::ResourcePool.generate@src/resources/resource_pool.py:268;src/resources/resource_pool.py::ResourcePool.generate@src/resources/resource_pool.py:272;src/sandbox/sandbox_manager.py::SandboxManager.get_sandbox@src/sandbox/sandbox_manager.py:307;src/sandbox/sandbox_manager.py::SandboxManager.get_sandbox_for_session@src/sandbox/sandbox_manager.py:297;src/sandbox/sandbox_manager.py::SandboxManager.get_sandbox_for_session@src/sandbox/sandbox_manager.py:300;test/test_run_budget.py::test_provider_fallback_attempts_are_accounted_separately.Client.generate@test/test_run_budget.py:121,,R1;R4;R5,PROD_CONDITIONAL,valid config; agent.mode=single; selected channel,agent;web;web-prod;no compose service,,,,,,,test/test_run_budget.py,scripts/test-models.py,,,src/common/errors.py:1;src/common/errors.py:103;src/common/errors.py:114;src/common/errors.py:125;src/common/errors.py:136;src/common/errors.py:19;src/common/errors.py:44;src/common/errors.py:81;src/common/errors.py:92,MEDIUM,,144,R1;R5,PROOF:src/common/errors.py,source_module,explicit call/constructor/framework/registry graph; see proof_id or runtime_edges,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:src/common/interfaces.py,file,src/common/interfaces.py,,py,src/common,Shared contracts / telemetry,MULTIPLE,核心抽象接口 —— 所有可替换组件的 ABC（抽象基类）。,IChannel;IResources,src/channels/base.py;src/channels/router.py;src/common/__init__.py;src/resources/resource_pool.py,external:abc;external:typing;src/common/types.py,src/channels/base.py;src/channels/router.py;src/common/__init__.py;src/resources/resource_pool.py,3,4,,,,UNKNOWN,,,,,,,,,,,,UNRESOLVED_DYNAMIC_EDGE,src/common/interfaces.py:1;src/common/interfaces.py:16;src/common/interfaces.py:63,LOW,当前证据图未证明入口→具体调用/注册的完整链；可能是协议、未解析 DI/回调或历史/外部入口，不能判为无用。,111,R1;R5,,source_module,,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
